@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'semi final tomorrow be go to be gay'
negative,'be the game this friday against pottstown'
positive,'think thursday : your affectionate worship will lead you into effective warfare narda goodson 2012 narda \'s nugget'
positive,'glittery nail here i come three of the polish from the wonderland collection user url'
negative,'i will not able to handle harry \'s voice in kiss you and i may survive after hear all the song on take me home in their entirety'
negative,'remove all user shit'
positive,'nytimes : coach want to see you and bring your ipad URL ipad user set red 42 red 42 hut hut user wish i have an ipad'
positive,'tomorrow be go to be a fun fill day of email people on how and what to do so i can come back to murray in the spring stressful'
positive,'the grey huhuhuhu fuckingawesome btwftr 670 i \'m go to sleep i need it tomorrow i \'ve to work'
negative,'i have to go to chapel hill tomorrow and the usps still contact me or found my damn speech processor i hate the usps'
positive,'good luck to infinity \'s iain veitch who compete in the taiwan ironman 3 on saturday'
negative,'i just need to chill wait to unleash some aggression at black dahlia murder tomorrow gonnaendalife'
negative,'on hold for another half hour phone be ring but one be pick up USER you stink'
negative,'user user y \'all tryna fuck with chapel hill tomorrow night'
positive,'happy valentine \'s day user everyday be the 14th'
positive,'hai user please hear me happy we not_avril \'s new single maybe just teaser 1st it \'ll oke for me'
negative,'the fact that hunter hayes and carrie underwood be gonna be here saturday and i \'m go what notokay'
positive,'i will consider arsenal to have the potential to win premier league this season if only they beat manchester unite tomorrow'
positive,'just watch dream high 2 episode 1 i \'ll watch it tomorrow for next episode happy'
positive,'user fancy go to the leonard cohen concert with me n my madre november 9 it should be heavenly'
positive,'okay okay saturday ot just become worth it someone come with porto \'s cheese roll yum'
negative,'not in the east : ( though moon jupiter capella light up evening sky on november 1 tonight earthsky URL'
positive,'congrats to user as mizzou beats kentucky 2 1 tigers advance to face top seed florida in the semi on friday at 6:30 pm mizsec'
negative,'USER the reservation system working show product avail let alone iphone 4s i have the site open in 3 browser at 9 pm and nothing'
negative,'i \'m gonna hit the victor cruz if my class get cancel tomorrow'
negative,'microsoft have freeze some xbox live (xbl ) account after online gamers report they have be hack URL'
negative,'gotta say the user itouch iphone shuffle etc sound quality be awful painfully crap its be a downgrade from user sound quality wise'
positive,'hi memi thanks for agree to lead at sag would you be available for a sun any sun in dec rather than nov 4th i just learn'
negative,'user what \'s the not_of icloud wireless update when ios5 now force me to use the computer to charge my ipod touch now worstupdateever'
negative,'reader \'tronman\' compare steveballmer to an albatross around microsoft \'s neck do you agree join the discussion URL'
negative,'and i never have a good time while sit by your bedside with papers and poetry about estella'
negative,'convince by the haye v chisora fight user park on saturday personally i \'d rather have see carlton cole v emile heskey'
positive,'user december 29th will show all the louisville fan that kentucky be the best'
positive,'user jean tomorrow be free kiss day happy nothing just wanna tell you that'
positive,'bear announce that they cut former first round pick chris williams also sign cb zack bowman'
positive,'the samsung galaxy nexus and ice cream sandwich be sick android icecreamsandwich google'
negative,'user user id lose interest in bioshock infinite with delay etc i think i may be draw back in a bit : url'
negative,'first thing on google \'s to do list : hire a performance coach'
negative,'i feel all alone on twitter itstolate'
positive,'microsoft explain new improvement in windows 8 start screen search : url buildingwindows8 user tech microsoft'
negative,'i can talk about malcolm x all day like when i get kick outta school in 8th and 9th grade for be too radical about black panther'
negative,'a 19th murdered in somalia tokyo 2020 unveils stadium design rival why madrid say it need 2020 olympics URL'
positive,'user team heey happy i \'m super pump for delena \'s ep 2nite so your from poland i \'m from the us how old be you i \'ll be 21 in jan'
positive,'gonna ride the love train tomorrow dig it soul train ojays bad ass do it URL'
positive,'rt USER we \'re one of a few featured education apps on the user website today sweet URL'
negative,'microsoft lync crash issue on mac os x 10 7 2 fix URL'
negative,'screen by reprisk – microsoft will undergo trial for its alleged anti competitive practice USER'
negative,'cba with work tomorrow boring blag'
negative,'as previously say the oiler will indeed announce the gagner sign within 48 hr as per a very connected edmonton source msm clueless'
positive,'i still have a lot of candy leave anyone not_tomorrow :\' )'
positive,'rt user lavoy : the nice guy at the user store replace my phone gratis when i show him the hairline crack on the screen thanks USER'
positive,'dad : what be you go to do in athens tomorrow me : nothing dad : oh ok have fun i like my father'
positive,'user nick diaz be da best smoke weed every day and drop out of school in 6th grade fuck yeah'
negative,'total chaos at user store street like an ethiopian feeding station not_believe this be same co that make all that cool shit'
positive,'the fact that we be go to be sophia grace and rosie at the studio on tuesday make me soo happy user accent cuties'
negative,'people get off caltrain at 4th and king for the sfgiants parade be already pretty waste at least they drive in i guess'
negative,'android ice cream sandwich \'s face unlock fail to perform recognition when demo\'ed on stage happy google nexus URL'
positive,'just found out that the boy will be on ellen on november 9th ahhh so happy :\' )'
negative,'ice cream sandwich really google'
positive,'what i think about androidicecreamsandwich thats the most delicious piece of sandwich ever get me it real fast google'
negative,'user siri be down'
negative,'fancy this user URL'
positive,'who \'s watch rhom it \'s on now happy'
negative,'yesterday the nhl cancelled game up to november 1st the winter classic and all star game could be in jeopardy soon'
negative,'trayvon my daily tweet s ) 10 17 and 10 18 in memory of trayvon martin kill 236 days ago may you rest in peace ( love to the family )'
negative,'well the beard have come off for the first time in 4 years movember pic twitter com mzpuanzz'
negative,'acta get the ax write about him and other manager on the hot seat on tuesday url'
positive,'siri now know who my dad mom brother and girlfriend be thanks USER'
positive,'who else be excite to see the boy on startalk tomorrow'
negative,'the first thing i do when i get home be either get on facebook or twitter what be wrong with me'
positive,'when people complain about their relationship some of us not have someone else so shut up'
negative,'i \'m not gonna bother watch eurosong tonight saw enough of it on tuesday'
negative,'user bill murdoch may have apologize for say what he say but he change his view on the matter'
negative,'if user fix ios5 this week i \'m buy a droid emptythreats'
negative,'wow icloud \'s mail be down 1st the io 5 upgrade issue and now this i really hope this user without steve job'
negative,'terrible play call on nd and 7 victor cruz on a te nick sideline how about any of those'
positive,'user i finally get around to use jquery to make my bio collapse yay for slide animation'
positive,'user right lol we \'ll get there i have high expectation warren buffet style'
positive,'user real usher lebron be cool i like his personality he have good character'
negative,'i make a reservation and yet i still have to wait in line humpt oh user ( user store w 2 others ) URL'
negative,'attn : runway class for tonight nov 1st be cancel sorry for the inconvenience it will be reschedule for next url'
negative,'user user the upgrade just slow down my phone so much it \'s stick half the time uch thankfully other damage suck for you :('
negative,'project x on a monday night fuck it'
positive,'ice cream sandwich \'s face unlock really work url icecreamsandwich google galaxynexus'
negative,'the grey texting and look forward to a useless day tomorrow happy'
positive,'ticket for the france belgium netherlands germany denmark norway and sweden tmh tour go on sale tomorrow good luck happy via user'
negative,'3rd and goal at the 1 and river throw a terrible pass by river bad decision cost u game geez half time sd 10 3'
negative,'fuck it not pay attention anyhow this next tuesday on user show the original nirvana drummer chad channing user'
positive,'long princeton ( and diggy ) imagine : happy valentine \'s day (yn ) february 14 it \'s be 9 m url via user'
positive,'pakistan clear visa accord india welcome it new delhi islamabad nov 1 ( ians ) a day after nots cabinet ap URL'
positive,'introduce galaxy nexus simple beautiful beyond smart url android ic google samsung'
positive,'user leggo watch break dawn on the 17th after the fair happy'
positive,'tomorrow be the release of the 20th anniversary kniteforce boxset feature many remixes include mine of super sunday 92 at the store'
positive,'just participate in another microsoft sqlserver certification test with tsql type instead of multiple choice really cool'
positive,'i think bowen and cofield will be better in nd yr and hope jenkins will be as good as he look last preseason but those be unhatched eggs'
positive,'should assassin’s creed iii be your first assassin creed game i think so URL via user'
negative,'police fear ivan leach also know as lee cyrus carry out a very serious sexual assault in tayside scotland since he abscond on oct 9'
positive,'we better trend happy 16th birthday nick j that \'ll be so confusing for him when he get on happy'
negative,'rt user lie USER the battery on this new s be definitely not better'
positive,parker
positive,'good morning my friend wish you very nice friday with love peace art and mutual respect happy'
positive,'anyone wanna come over for some fresh walleye catch em today'
negative,'ima go see lamb of god tomorrow in hollyweed come get punch in the fuckin face in the pit'
positive,'higgins great experience for the young group and to meet with premier league team a real highlight very young squad to play on sit'
positive,'thank god gmail app have be redesign under android 4 0 conversation automatically expand google android ic'
positive,'file under affirmation best leave unpursued rt user USER the last minute and a half of plow get me every time ”'
negative,'user any rumor or glimmer of hope for us finder fan'
positive,'android beam share contact article file and game pretty cool google ic'
negative,'just upgrade to win 8 on my pc only for it to tell me it fail to install and they not what happen thats microsoft for you'
negative,'because y \'all have be complaing about him allll the dam time not_like me since i be in 3rd grade parker have be my main baby 3'
negative,'user domain fail open 2 hr late for walk in ppl store be empty and i only need a skin 4 my screen you customer service fail'
positive,'microsoft dishing out free first gen wp7 handset at its store URL'
positive,'my facebook mess up and i have to make a new one so add me haha at least twitter be reliable'
positive,'user you have invent a product that actually get my brother to call my parent when he get where he \'s go amazing siri ipod4s'
negative,'rt user jorge : i \'m on day 80 something of my xbox live acct be hack this be worse than psn hack will i ever get it back microsof'
positive,'i \'m so excite i \'m gonna meet buddy from cake boss at ruth eckerd hall with grammy on jan 12 wait pic twitter com mi'
positive,'river to gates for only the 3rd time this season keep it up chief fantasy team need you'
negative,'monday morning caltrain ride from home to work be always to short i know that i may be in the minority with that opinion fb'
negative,'apparently user genius training not_extend to clocks service they \'re half an hour late for my not_and let me know'
positive,'i wish the best of luck to the boro football player and hope they kick butt saturday for shaun winitforshaun'
positive,'tonight \'s never mind the buzzcocks have the hilarious noel fielding again happy wait to download it tomorrow'
positive,'iphone 4 in space URL this be amazing creative user your product inspire people to do unbelievable things'
positive,'birthday cake be gonna be the song lead us into 4th quarter it'
positive,'it \'s mine and user 3rd year anniversary today hurrah'
positive,'okay i feel slightly more connect to the world and have put facebook and twitter on my blackberry its not same but it help'
positive,'one more day of work before rugby fill weekend hurry up saturday esherrugby referee excite'
positive,'user wow dumby haha jk ? ? sweet lotto'
positive,'user yeahh you do it be about time catch the twitter bug and now i \'m hooked'
negative,'i feel do bad my boo asia bday not cancel for this sunday i be soooo look forward to it'
positive,'user yes and she could have be on mind my gap that \'s when i fell in love ? ?'
negative,'max might have to get put down tomorrow 3 absolutely heart break if i have to see my puppy go love you maxy x pic twitter com lyhvhl1f'
positive,'when in doubt google it'
positive,'lol time for an eu team to take the eu not_for once'
positive,'microsoft details search improvement in windows 8 start screen URL'
positive,'user io 5 upgrade do much better feature few more feature require'
negative,'nokia worker ask be chief executive a microsoft mole URL'
positive,'time to go get my iphone 4s look forward to stick it to the man by longer pay for most text thanks USER'
positive,'microsoft present omnitouch url very impressive and futuristic technology'
positive,'ticket sell well for northern light talk with user ob on thurs 8 nov 6 30pm central library to book URL'
positive,'breezin\' win the best pop instrumental performance at the 19th grammy award'
negative,'i have a feeling cassadee pope would be at house of blues today too bad she not remember sunday with atl'
negative,'none of my apps work after the new io from user what do i do'
positive,'user thanks for the boot mate come in v handy today'
positive,'long drive too kentucky tomorrow hopefully gonna get the big buck we catch on cam at least we get user play in the chevy 3'
negative,'de icloud i hate u and i hope you die you be the worst fucking invention in the world fuck youuuuuuuuuuuu icloud user user'
negative,'but seriously USER finance me a damn phone you greedy bastard or santa get your jolly ass in gear and get us a 4s white plz'
negative,'that suck rt user my mike : smh lock my key in the damn money room fml'
positive,'i would like to trade not \'s day and columbus day for the day after the super bowl and july 5th please'
positive,'jeremy lin pick up his 4th foul all he do be turn it over piston be hot right now folks'
negative,'user airdrop fail immediate decline your request every time'
negative,'3rd mariah song of the night and nooooooooo that be so bad xfactor'
positive,'so what be your top game so far this year mine : 1 ) mass effect 3 2 ) dishonored 3 ) rayman jungle run'
negative,'in less than an hour my post ios5 iphone have go from 100 to 73 battery charge and the user store folks have solution for me :('
negative,'kobe in the 4th be like eli man beware'
negative,'activist demand release of jharkhand tribal leader : new delhi nov 1 ( ians ) condemn the arrest of woman trib URL'
positive,'impressive service user genius bar metro centre power cable replace free n book in for screen not_for free : d'
negative,'skype be ruin the friendship with your aggressive microsoft type sell if i need something i \'ll ask thank you'
negative,'buffalo bill \' kyle williams miss practice thursday : for a second straight day buffalo bill URL bill nfl'
negative,'h m delivery be so shit i order things and pay extra for next day delivery on saturday and it still not_come'
negative,'user watch cannavaro on the nd even more embarrass'
negative,'alright if my daughter keep sing avril just to annoy me i may be force to retaliate'
positive,'user queen can you please help me trend biebsmeetbieberwhirls he \'s come to my city tomorrow i wanna try to meet him'
negative,'rt user dear USER it \'s me again thank for beautiful new io feature but i miss some of the old one lk make call text gt ; ('
positive,'tomorrow our opportunity to love continue USER boy girl club ( 123 jefferson ) meet us there at 10am w boot and glove if possible'
negative,'valentine day have be cancel what why how you may be ask but you see it \'s simple math 14 2 12 0'
negative,'twitter be mess up followers keep switch to same numbers fixit'
negative,'aboud el zomour the guy who kill sadat be now attend the october 6 celebration at cairo stadium shame'
positive,'dear twitter i fuck miss you today gt ; gt ; internet be down :'
positive,'yep☺ strong man 81 in october rt user user nothing wrong with dt \'s moral compass even at what 82'
negative,'now user let me use credit on user unless i have a credit card should have tell me when i redeem the cards sound fair to you'
negative,'user damn i not_wanna get on my computer tomorrow :( my harry feel be out of control and the outtake video break me'
negative,'i just need to exchange a cord at the apple store why do i have to wait for a genius user'
negative,'start to doubt google android policy : not_released android source since 2 3 3 curious for an opensource project to say the least'
positive,'thank you user for find my mac just locate and wipe my steal air smallvictory thievingbastards'
negative,'parker leonard steal okc \'s thunder : ninety minutes before tipoff thursday night at the at t center oklahoma ci URL'
negative,'olive nots dinner today dinner tomorrow special for the person who think hey that be terrible wonder what it \'s like microwaved'
negative,'my mom just say she like taylor swift i guess i \'ll be move out tomorrow'
positive,'iphone user find the near trash for your device it \'s the correct place android apple google iphone'
positive,'user siri be amazing i \'m in love'
positive,'i wait to get the new galaxy nexus with icecreamsandwich best yet it support my google wallet URL via user'
negative,'user be gonna be in louisville kentucky tomorrow i go to the show i guess i \'ll just sit and listen to his music pretend'
negative,'hmmm it occur to me that i receive a residual check in nearly a year now i think i should email sag tomorrow'
positive,'good luck to my brother from another mother user in his fight tomorrow at ufcengland on fuel tv here in the state warkingsbu asu'
positive,'soon get ready for the party google android icecreamsandwich URL'
positive,'oh yeah i \'m in i one now google really do a great job ic'
positive,'user : im sooo glad we have school monday imaaa sleep all day man we not _'
negative,'lady gaga fear classmate : los angeles nov 1 ( ians ) singer lady gaga be still in touch with some people from h URL'
positive,'bestie we gotta go see flight with denzel washington come out friday seem so good user'
negative,'refuse to admit that it \'s 3rd year bring on my groundhog day'
negative,'so apparently user put mb cap on your sm with the new update 25mb storage before it tell you your inbox be full what be this 2001'
positive,'noel gallagher tomorrow wait to see the legend'
negative,'bale not_celebrate his goal but race over cuddle dempsey on the nd illustrate perfectly the bullshitting spotlight whore they be'
positive,'google have do it again icecream sandwich'
positive,'kpop : will psy be the first korean to win a grammy : psy may qualify for the upcoming grammy award gangnam sty URL'
negative,'1st of all in my world theres only good n evil real ppl n fake mf \'s this be why i really feel jlin not_make it durable like yao ming'
negative,'microsoft we put the backwards into backwards compatibility instantfollowback'
negative,'the brits need us style debate they debate every wednesday then again the uk party have to work together usually pmq'
negative,'rt USER the fact that microsoft be use a qrcode alongside one of their colour code show the format be fail opinion …'
negative,'do some serious sucking up tonight so i can go harry \'s tomorrow :( USER'
negative,'qb printer start wr avery start and scores on 1st poss 27 31 user down to the wichita wild'
positive,'steven a smith might be the big ass hat at espn thats not_easy'
positive,'me ; \'ill bring your birthday card in on friday \' kane ; \'aw really it \'s the thought that count i \'d prefer a tv\' twat'
negative,'warning : if iphone apps spontaneously loose data it might be the app \'s fault URL ios5downgrade user user'
positive,'big game for user tomorrow away vs the knicks at msg personally think knicks will win first game msg crowd sandy disaster'
positive,'google nexus press conference url slick'
negative,'user why not_you guy test your upgrade before you put them out 15 1 2 hr u guy waste of my time yesterday thanks'
positive,'lmao i think user be onto something magical i be die haha siri suggest where to find whore and where to hide a body lolol'
positive,'dc tomorrow stoke to see friend at american georgetown and elsewhere text me if you be free fb'
positive,'user have change life'
positive,'the knicks get the heat at msg tomorrow gonna be tough but we get this knickstape gonewyork'
positive,'bull season tip off wednesday night vs sacramento king excite be not_the word'
positive,'wow android ic lots of uh uh uh uh talk go on forsure a microsoft mango launch be people have public speaking skill'
positive,'“USER check out the new microsoft faculty fellow here : url poise to change the world ” go USER'
negative,'not surprise if we end up wait until november 16th to find out who the next potus be ohioprovisionalballot URL'
negative,'amanda think that because she \'s go to the oscar be a valid excuse for her not_washing her hair since thursday'
negative,'user damn next saturday tho nigga be trynna get shit over with early'
positive,'shit yeah it \'s thursday russell howards good news and celebrity juice be on'
negative,'george zimmerman be go to win this trial he may as well plead guilty'
positive,'there be social medium without twitter who could be twitterless'
negative,'fyi wednesday be go to suck on caltrain if you even plan on go to work that be parade'
negative,'i really feel like poor planning be involve in whatever it be that make ash wednesday and national margarita day collide'
negative,'nots go to amsterdam tomorrow :( wahhh but who the fuck even go there'
negative,'user just watch the klitschko fight from sit user ruin it talk over ring entrance talk shit throughout'
positive,'my mom work with the mother of the girl that win homecoming queen at phs last friday and the company just not the sweet email'
negative,'going to school because yolo because my essay be so not_gonna be ready by tomorrow'
positive,'excite about the bump in ram for raspberry pi such a nice surprise for a monday : )'
negative,'nots review of google doc accessibility show a lot of work need to be do URL a11y ht USER'
positive,'nebraska place a nation lead nine player on the first ever senior bowl watch list release saturday URL'
positive,'android google ice cream sandwich feature closer look roboto type face be a pleasure to read url dhilipsiva'
positive,'microsoft cloud microsoft offer student free access to its technology to improve employability : dubbe url tcn'
negative,'microsoft sb 2011 disabling third party software update via gpo'
positive,'rt user thx user thx user hypo d 76 tri x URL'
positive,'it can get ugly before it get beautiful'
positive,'new galaxy nexus : app improvement inbuilt panoramic picture nexus samsung google android bit ly nejbye'
negative,'vitali klitschko stop manuel charr in the fourth round to retain his wbc world heavyweight title saturday night eotpro'
positive,'USER your simply the best'
positive,'apple to orange maybe but twitter be way more engaging than fb v stalkerismo'
negative,'nigga be really fight at the gas station sit night tho'
positive,'i love the message and email on display at the ice cream sandwich peanuts be neither pea nor nut discuss samsung google'
positive,'recap i saw bad 25 on tuesday the spike lee documentary on michael jackson it be beyond amazing it be only show for 6 days'
positive,'wait for the west chester ohio rally with mitt tomorrow night along with the great gov of oh romneyryan2012 user oh USER'
positive,'rt user i like twitter'
negative,'user user hopefully it \'s a small bug user must be fix it right apple :0( itjustworks'
positive,'god bless user user for appletv our bad ass system loving princessofchina gb to user user too happy'
negative,'not_not_to depress rl folk but daily mail report k sellout for eng v fiji at twickers on sit week broad vision or deep pocket'
positive,'rt user dostupan sdk wow r e s p e c t google icecreamsandwich'
positive,'takbir dr mohamed morsi announce as egypt \'s 1st elect not the glorious 25th of jan revolution congratulations to egypt'
positive,'they \'re cancel the new york city marathon be the runner all disaster relief personnel'
negative,'user why not_my itunes update i just wanna update my iphone to ios5 then itunes say that it need to update to do it then fail'
negative,'need some advice how can i spin the wku loss now after mtsu beat them in bowl green the microwavers may be right'
negative,'ss but they have really good music and it \'s a very sad thing that mitch lucker die may he rest in peace ripmitchlucker'
positive,'harry style rock lyle and scott he may only be 10 but be honest you wish you have his life user and scott pic twitter com w8j9stx1'
negative,'gov mitch daniel be rally republican with a rare appearance that may have violate h URL'
positive,'camera app now have panorama capability google android ic'
negative,'user dear user why you gotta go change the way lt input type number gt ; be handle out of the blue ”'
positive,'throwback thursday daddy and joe pa rip to in my eyes still the most winning coach in college footbal URL'
negative,'strange sunday graham richardson defend gillard state the pm do not against rudd ( as he say i should know ) auspol'
positive,'my 3 big obsession : twitter dancemoms and desperatehousewives lt ;3'
positive,'user on september 5th the finder reach italian tv ( with the worst title translation ever ) finally happy finder risolutore sky'
negative,'user user fai be possibly the big bunch of idiot ever'
positive,'user hi elif greeting from usa midwest how be school go happy turkish republic day i wait for nov 8 newglee yes'
negative,'apparently fuzzball crash on ios5 congratulations user on another incompatible upgrade'
positive,'windowsphone wp7 microsoft really user url icecreamsandwichfail innovation by imitation sad sad'
positive,'love it when you have bale first scorer 2nd time in a week loveit'
positive,'user today be our chinese july th valentine \'s day i hope you will soon find you that she wish you to be happy happy valentine \'s day'
positive,'user cupid lie but you not unless you give it a try wwooww may pinaghuhugutan'
positive,'also this be about to be the best night of my life joe pa vs user somebody may die hahaha'
negative,'joe s total qbr a metric that account for everything a qb do be 0 3 on the 0 100 scale the lowest rating for any qb since 2008'
positive,'user mommy user i \'d totally email the company i always get great service at our user store'
negative,'user you not get candy till monday i be ( by my own stupidity ) a sick person right meow'
negative,'work almost over with then these negro see my face till monday night'
negative,'life be much easy when user and user be just fruit'
positive,'anonymous to wikileaks : we \'re more interested in not_govts bring out info they not_to hide from public url'
negative,'why not_USER icloud sync stickies they \'ve always be around just nothing every progress w them why apple why user'
positive,'wow the new google nexus be just beautiful totally gonna boost google \'s market share in the smart phone market'
positive,'icloud set up be flawless and work like a champ to the cloud USER'
positive,'samsung galaxy nexus orbital laser apple iphone 4s wooden stick google'
positive,'good night out with the boy party bus down town tomorrow n osu saturday cantwait'
negative,'unfortunately i be wathcing all manifestation relate to republic day and i just see that we be really far away 21st century'
positive,'just close your eyes the sun be go down you \'ll be alright not can hurt you now the morning light you and i will be safe and sound'
negative,'wearing make up to dublin tomorrow until i \'m get ready for the party help'
positive,'awesome microsoft holodeck bit ly qpgxle'
negative,'nigga be on the lakers dick we still gon finish damn near first seed while yo team be struggle for the 8th spot'
negative,'desperation day ( february th ) the most well know day in all men life'
positive,'hey everyone who \'s excite for cosplay night tomorrow it \'s in the center for social justice at our url'
positive,'get this new twitter app and a fresh ass theme with it fwm'
positive,'user haha that \'s probably the calmest gig i \'ve be too :l still amazing though xx'
negative,'why be the new user iphone os duplicating all my ical event there \'s 2 of everything how do i fix it ( try turn icloud off )'
positive,'get pump for the niner giant game sunday and i guess so it kyle williams URL'
positive,'user user and user all on the jonathan ross show tonight terrif sit night in well do user toofunny'
negative,'user user user proper consolidation proper syncing stop lose my purchase item checkboxes that do what you think they will do'
positive,'look out for one ( singapore ) \'s booth at fort canning tomorrow as we celebrate the not \'l day of peace kid and url'
positive,'i just add my profile on the google webgl globe project add yours URL via user'
negative,'our wacky wednesday promo be go a bit ground hog day i say our our wacky wednesday promo be go a bit URL'
positive,'the sun be out for not \'s day today will be a good day perfect way to finish the cricket season'
positive,'rt user thingswealllove gt ; gt ; google'
positive,'the boy be hot streakin big win tonight let \'s do er again tomorrow keepitrollin'
negative,'90 minutes after be at 100 my iphone 4 ( post io upgrade ) have lose 40 of its charge and the user store folks be out of idea'
positive,'i love google'
negative,'user man that sux user io5 upgrade a total fail for you'
positive,'theo vs evra on saturday wenger make this happen'
negative,'how apple eclipse microsoft URL'
negative,'user be on the radio instead mt USER it \'s the first week without any waterloo road go to be a boring thursday'
positive,'day305 i \'m thankful for the great customer service receive today from user via phone cs new phone on the way 365daysofgratefulness'
positive,'rehearse for nov 6 user just call jim leyland to congratulate new york giant on their victorious baseball match sfgchamps p2'
negative,'there be nothing like sit in the workshop all day talk to microsoft and have to talk to them again tomorrow wait for parts'
negative,'ok user idk wth be up but after sync my phone my album art be out of order wtf USER'
positive,'user ali how \'s the game'
negative,'i may ask my doctor for ambien on election night i \'d rather sleep through it and hope i wake up to footage of mitt cry over his loss'
negative,'i better be able to see my rt \'s tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to'
positive,'gotta love twitter shit go round the world like lightning on speed'
positive,'really dig the ui of of quick response from google android great for politely decline call lol'
negative,'the new io completely fail at upgrade the phone now i \'m stick in this restore loop thanks user for waste my day can i undo'
negative,'speak to an user rep on phone could hear her tv blare in the bg she say i not help u just direct u back to the web'
negative,'robbie keane speak now : we let ourselves down and we let the country down it not enough on friday rtesoccer'
positive,'i \'m so gonna snatch up all the leftover halloween candy at cv tomorrow letmeloveyou'
positive,'i love twitter twitterswag'
negative,'see user that what \'s happen when you release iphone 4 with same crappy design as the old phone'
negative,'USER it surprise me that user throw up an error alert about authorize and there \'s not_authorize this computer button'
negative,'worse thing about saturday morning tv the omelette challenge pointless and annoying tv even jam martin look bore'
negative,'the only thing i may truly miss about lexington be shoto \'s'
positive,'will watch this one with interest rt user microsoft codename data explorer ctp come URL via user'
negative,'art user do you think nyc should host the marathon sunday why would they when soooo many desperately need help where be respect'
negative,'really bore of this host on super sunday do nothing but talk and rave about man utd biasprick'
negative,'be it me or do my iphone run slow since the io 5 update user user'
negative,'if u need me just text me o wait u i get it cuz user fuck me every time fuckingpissed'
positive,'user oh my god we both not_brfeathe wdswkiademj i dotn know how to calmdmm :0 : \'d : ('
negative,'the heat be gunna kill the knicks tomorrow'
negative,'rt user so this sm full message be know user issue with new io update try restore when all else fail restore'
positive,'um excuse me user just saw an ad with you hold a baby for qv lol'
negative,'rt user yellowgate some iphone 4s user complain of yellow not_to screen url user user'
negative,'dear microsoft i should only have to hit the windows update button once when manually run update not_4 or 5 times sysadmin'
positive,'i absolutely love my iphone 4s thank you steve and user'
positive,'user i miss you and i better get a juge kiss and hug tomorrow night ( because you will be at joe \'s happy'
positive,'ballmer think you have to be a computer scientist to use android url tech microsoft ( i agree to some not )'
negative,'twitter be a fad be addict now i not care'
positive,'today i be introduce as bigdealdawson at lgfw o twitter and social medium i love you teehee xx'
negative,'only thing ios 5 have do be delete my tiger woods game and make impossible to retrieve thanks USER'
negative,'im so mad at catholic im go to a baptist church tomorrow and convert boilingmad'
negative,'when microsoft violate u s antitrust laws leave netscape out of business novell wounded—it play dumb url'
negative,'microsoft still not_managed access to metro apps on older netbooks win resolution'
negative,'you may think i have cellular zulu imbongis at the rate some of these folks be throw profanity at me'
positive,'dammit listen to siri be make me not_to upgrade well play user'
negative,'after tonight way i \'m go to olive garden tomorrow user nastyassmeal'
negative,'user tune into user tomorrow for a special user pushandshove news not_during the am am hours nooooooooo'
negative,'twitter get dead as fuck all of a sudden'
negative,'i hate twitter right now'
negative,'ff user because you really really need to follow him james martin noel edmonds ball gag'
positive,'google \'s like my wife search things for me and complete my sentence'
positive,'tomorrow shall consist of watch will ferrell film with my fave people and chinese food sweet'
negative,'valor video shoot tomorrow night hope it \'s stupid creative'
negative,'be it me or do s run a little warm sometimes user'
positive,'microsoft details search improvement in windows 8 start screen URL'
negative,'user alsooooo where be you go for the prayer tomorrow'
negative,'so glad that i pay 69 for this user care protection plan be on hold for over 20 minutes now great customer service not _'
negative,'watch my favourite user behind the scene ( for the 4th time ) when jennifer hudson go awol \'excuse me what the hell be go on \''
negative,'user user i figure haha there really much competition though ru have never have a great qb teel have all the record'
negative,'this rt USER make user happy yvette lemon lavender cupcake now at user URL'
negative,'six nightmare ( and how to fix them ) url not_microsoft presentation'
negative,'day tomorrow not go winans be crazy'
negative,'scariest man alive kendrick perkins be close 2nd user ray lewis be probably the only human be ever bear with an indoor voice'
positive,'to all my friend in turkey may you all stand strong on this 89th republic day cumhuriyet bayraminiz kutlu olsun'
positive,'the new google nexus page be live URL nexus google android icecreamsandwich'
positive,'user stick to college hoops pander to 2nd rate acc team dook \'s opening game be right around the corner baybeeee'
positive,'nexus prime look nice google android'
positive,'user i hope all your love one back in maryland be okay i see you wednesday happy'
negative,'have we learn anything on what historic preservation mean for economic topeka'
positive,'game play during the week be now more interesting than super sunday'
positive,'i gotta say google \'s get some pretty catchy advertisement for android and chrome google android'
negative,'if they play new bear tomorrow instead of ss i will throw one of the mouldy donut in the flat at bellamy and his shitey roulette wheel'
positive,'microsoft store offer up free windows phone 7 devices microsoft microsoftstores URL neowin'
negative,'user i \'m still wait for you to deliver my phone to user'
positive,'look forward to go to carrow rd tonight last time we be there bale score 2 and we be 3rd do not_not_extra time though'
positive,'cool there \'s a criminal mind season 3 marathon on and tomorrow it \'s a castle season 3 one url'
negative,'user akin and murdoch be scum but rape joke not better brah they may just be just a ( not ) URL'
negative,'mommy say i have to go to maxwell monday lmfaoooo the fuck i not _'
positive,'user i may have an android phone by the time i get back to school happy'
positive,'user ramos google it )'
positive,'user we \'re they high we \'re they sit in the room say i \'ll give her a 99 him a 32 by the way i \'m high on crack hahahaha'
positive,'url forget the phone nice ui liking the scroll feature android google nexus'
