@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'not_bode charge night user iphone 4s 25 battery 3hr charger call light'
negative,'toi israel admit 1988 kill arafat \'s deputy israel time thursday admit responsibility URL'
negative,'update microsoft ms11 078 critical vulnerability net framework microsoft silverlight r URL'
negative,'great time a family microsoft advertising enrages URL'
positive,'application due friday november 2 video prep senior sign day inspire URL'
negative,'lol super awkward hella foggy rim tomorrow game suppose tv lol uhhhh \'s ball lol'
positive,'rt tutte anche se li vedremo costa niente welcometoitalyonedirection i love guy'
negative,'ghost rider spirit vengeance a lose 1st movie decide dig a hole'
negative,'rt user user user iphones r 2 expensive w htc galaxy customer loyalty w phone comp'
negative,'halloween worst holiday valentine \'s day'
positive,'user user beca user choc0lat3 user t073 user boro force 1st'
negative,'user sony prepping special vita \'s year anniversary'
positive,'10th annual colossal castle contest begin colossal castle contest long run l URL'
negative,'i \'m lose cypress tomorrow'
negative,'rt user i rt \'s tomorrow twitter lil blue ass bird fat ass capacity whale'
negative,'brits punish american release late pond skyfall november 9th damnyou'
positive,'nexus good ui feel a bit confuse i guess android user google android nexusprime'
negative,'i slack mandarin study month blame microsoft cisco studyingwhilstmotivated'
negative,'apple gaming console ala xbox 360 blow player water microsoft sony trouble'
positive,'user boo hiss user wuhu berry power technology work'
positive,'sweet ice cream sandwich rt user google android 4 0 ice cream sandwich officially detail google ic URL'
negative,'microsoft evil corporation beware buy a windows pc URL'
positive,'february 12th a nice time release week grammys album sell week'
negative,'user not disappoint leave stock fall z'
positive,'twitter teamo♥ chao'
negative,'microsoft windows medium centre gui fail majorfail'
negative,'houston a problem ipad restore 12 hours instal user ios5 not_be'
negative,'user come nz tonight tomorrow morning waaa im confuse'
positive,'tell 10 days work result bored roll weekend'
negative,'bofh excuse 447 microsoft \'s design ifollowback instantly'
negative,'user hawkins lie'
negative,'user phone user user pretty annoyed'
positive,'fb suck amp twitter beats anyday'
negative,'iphone user'
positive,'gallery app include android 4 0 google android ic'
positive,'eli manning 4th quarter qb game'
positive,'hereee i \'m envy meet klia picture w nick j tomorrow turn'
negative,'user wednesday disney chance avril universal night wimp'
positive,'user cards app notifies card i not arrive local post office deliver today sunday magic'
negative,'body exhaust i walk 79th jeffery not i accidentally sit dead fish 55th king dr'
negative,'whitecap mighty robbie keane la galaxy thursday 7 30 fuck training hit user grill'
negative,'thursday night football game suck chief i not_to hot head river explode sideline tonight'
negative,'cheat manc bastard'
negative,'nooooo delay knicks net game monday'
negative,'user ps user cloudy user tech not_very techy'
positive,'emotionally organisation mindfulness find user san fran dec url pls rt'
negative,'a kill pakistan drone civilian like reason i forget \'re a nuclear state'
negative,'sledgehammer rt user office blues drink rt user microsoft fail notresponding fcucks sake URL'
negative,'theo walcott shit watch rafa johnny deal saturday'
negative,'i hate microsoft not _'
positive,'rt user i \'m people bitch iphone4s i \'s smart phone i \'ve i \'m happy'
negative,'oscar die today not i guess stand november 6th'
negative,'1st free edom not size soft drink 2nd religious freedom catholic obama come'
positive,'lugo saxa years USER user rt user rt user chance url'
positive,'not_everyone image sexy plenty men i \'m build ray lewis wit a weave'
positive,'yo i \'m excited royal rumble book monday work i watch'
negative,'gop set bar a 4th cycle promote a grossly american idea potus elect autocrat civics'
negative,'google hypocritical url analytics'
negative,'fran not congenial medium early years age betrayal medium part rift medium'
positive,'not_the not browse fun google release infinite digital bookcase url user'
positive,'pretty big deal samsung google def wait hands galaxynexus ic'
positive,'user station run i gas bad'
negative,'user quality photo USER iphone i give photograherseye'
negative,'2nd night parker boy boy'
positive,'tuesday wednesday champion league match day 4 i 5 im not_sure wooooo hooooo'
positive,'i love user URL'
negative,'spain summons argentine ambassador oil dispute spain warn argentina friday risk URL'
negative,'nick diaz fight gsp tomorrow ufc ask not \'re suspend'
negative,'toni gonzaga legazpi october 30 huhuhuhu i wanna cry i not_to i not_have money waaaah USER'
negative,'echo sex offender warn face jail offence URL dorset'
positive,'answer beckett \'s stalling tactics zobrist line rbi single glove tie 1 ray'
negative,'fucking part time fan boro saturday'
positive,'\'re october baby happy valentine \'s day folks annual memory'
positive,'im twitter night til tomorrow bomb squad enjoy ur night love'
negative,'bummer user icloud syncs windows w outlook not not_firefox chrome sadmac'
negative,'migraine saturday a blood vessel burst yesterday eye \'s locate i \'ll rock a marie colvin eyepatch'
negative,'user ios5 iphone2 camera apperature dilation problem freeze'
positive,'i work pc a feel worst speaker user spoil imamac'
positive,'wildcat madness tomorrow community pep rally bell game hope'
negative,'google gonna beat io android icecreamsandwich google URL'
negative,'dmdk party lead actor vijayakanth not a long time shrewd politics jayalalithaa url'
positive,'mango show microsoft taste smartphone success URL'
positive,'i a hookup stop tease google url i not_the nexus'
positive,'love introduction google galaxy nexus ice cream sandwich phone android ic nexus google'
positive,'i user user user guy not_to denzel washington movie tomorrow'
negative,'big mix people channing tatum not \'s anthonee bercik autograph tomorrow'
negative,'user user user happen snatch siri douchebags \'it \'s \''
positive,'happy valentine \'s day artemis remember kind jerk i i forget valentine \'s day 5th year a row'
negative,'thought rnc letters secretary state raising s vote machine w evidence URL'
negative,'have watch grey night walk a dark driveway sun decide play hookie not_a good time'
negative,'ade play not season injure defoe inform imo attitude want spur'
positive,'i love google show not_the retarded person planet search stupid d'
negative,'retweets section twitter not not_been work 17 hours problem rt rts'
positive,'time list red diva \'s avril lavigne 2nd 54th time stop listen'
negative,'tuesday harry redknapp distance job speculation plan talks club'
negative,'i miss today national margarita day kinda not ash wednesday'
negative,'nfl area nike town oxford street london move 2nd floor user user pic twitter qz53ehho'
negative,'pricey knock pricey pricey knock'
negative,'microsoft lync crash issue mac os x 10 7 2 fix URL'
positive,'i blow technological innovation microsoft marketing'
positive,'wanna shedseven boro 14th december 17 50 i not_to'
negative,'notable watch enrile documentary i \'ve a sense not_like tomorrow \'s inq editorial'
positive,'watch sunday \'s harry paul good observed fearsomely dry'
negative,'clatenberg referee remember'
positive,'user boy girl club clean tomorrow 10am tell bring boot glove'
positive,'write a great song mitch daniel perform thursday'
negative,'user user user desktop app wack'
negative,'user wow user crushed dream'
negative,'i hear crush bell game tomorrow wanna talk wtf o weird'
positive,'user innovation exhibit a guy play facetime watch game sport bar URL'
negative,'microsoft 6 month recruit everson 9 month lose faceboook adweek URL'
positive,'google \'s icecreamsandwich accompany phone usual neat ground break'
positive,'i realize reason i twitter ios5 USER'
negative,'centre suffer \'policy paralysis \' allege jayalalithaa jayalalithaa tuesday charge upa url news'
negative,'\'s wrong siri today USER'
negative,'straight microsoft windows phone microsoft own skype \'s not_skype app windows phone'
positive,'enjoy flotus today fl user u r not put glad i vote saturday obama2012 duval pic twitter 0szz0xm7'
positive,'mom texted remind grammys birthday tomorrow i forget biggestdayoftheyear'
negative,'wait a phone call head joseph wright i benedict tomorrow godhelpme'
negative,'sigh user store stump catastrophically bad battery life upgrade ios5'
negative,'user product ipad freeze freeze iphone turn techietroubles'
positive,'user la lettura full day movie thursday p tarzan notebook list xd'
positive,'michael jackson radio softest stations damn good jam'
negative,'user user not play nice hdmi ipad pretty lame'
negative,'rt user apparently user put mb cap sms update 25mb storage tell inbox full w'
positive,'google finally unveil await android os ice cream sandwich good URL'
positive,'rt user samsung google i \'m crave ice cream sandwich icecreamsandwich google samsung'
positive,'android google device frame generator update galaxy nexus screenshots pretty url dhilipsiva'
positive,'user forhippies hell yea lmfaoo tomorrow asia baby'
positive,'mom bday 26 days omg 0 i sagittarius'
negative,'smash iphone screen user gonna phone durable tire fix'
negative,'i a good time i sit bedside papers poetry estella greatexpectations'
negative,'i move siberia wednesday i have siberia move \'s bloody freezing heatingtime'
positive,'ice cream sandwich developer android sdk r14 live user google'
positive,'user im excite northern light 27th life'
negative,'office blues drink rt user microsoft fail notresponding fcucks sake URL'
positive,'user user ditch twitter sleep weirdo twitter gt sleep'
negative,'google cloud service blackout threaten cloud user a 30 day period august september url tcn'
positive,'forget siri not_beating speech command user url wp7 mango tellme microsoft siri'
negative,'head greenville monday ugh training columbia im tire freakn greenville'
negative,'police raid activist home criminal post facebook china not – wales url user'
negative,'danica patrick temper sunday knock nascar race URL'
negative,'speak king cake 1st time mom eat baby stick throat doc'
positive,'photo fab find jason wu satin scarlet clutch 5th whoop whoop instagram URL'
negative,'good morning asia i not_to pic truth tell part 1 eps tweet a pic i rt truthbetoldpart1'
negative,'season opener dallas star thursday oct 25 not_buy ticket call cynical'
negative,'stupid fucking twitter twitterapp give damn mention noowwwwww ugh drawlin tmw promoallday followlimitisgay'
positive,'sophia grace rosie song sun na na na na user URL'
positive,'build a website a google website free url'
negative,'laker fan a sign beat sacramento king preaseason starter play 4th'
positive,'talks eli man 4th qtr jay cutler qbr rating 4th qtr nfl getsome dabears'
positive,'bj penn nick diaz replay fueltv i \'d pay watch a 2nd time'
negative,'tomorrow october 25 il divo present valence forum venezuela i \'m go hahaha'
positive,'8th grader kory excite touchdown today victor cruz lol pic twitter tqorfrxb'
positive,'microsoft word work computer yessss'
positive,'piss easy job analysing motd2 repeat gary neville super sunday'
negative,'user watch trayvon episode i record martin incredibly strong i loss god bless rip tm'
positive,'user 11 i hope finish trade tuesday wednesday gagner a real solid player sabre'
positive,'future information innovator google microsoft twitter nov 14 18 info registration url umd'
positive,'user ipod time iphone good job guy'
negative,'late nc i honestly not foggiest central library xd'
negative,'apple eclipse microsoft url user business user'
negative,'i speak flight cancel i \'m strand calgary i \'ll tomorrow eek i hope i iycsask'
positive,'men mad fight woman mad hold a grudge last'
negative,'wait item copy itunes copy user hell'
negative,'ic introduce facial recognition unlock phone demo not plan url google goof android'
positive,'han mon dieu le remix de i dans dream high 2 je meurs xddd'
negative,'twitter timeline mention shit'
negative,'hate yolo live 2nd time'
negative,'inventor computer mouse — user not_a complete piece fucking shit'
positive,'rt user dear google i not_the galaxy nexus send email i technology'
negative,'sandy ruin chance mars monday i buck wild'
positive,'microsoft bing king search tip google search URL'
positive,'user i \'m invest macbook pro year time sell android gear'
positive,'carriker golston injure expect baker time not cofield slide baker play de tho'
negative,'disappointed movie ghost rider spirit vengeance not 1st ghost rider movie'
positive,'gutted bellamy smith sign fulham player loan december nd youtube good'
positive,'user fix URL'
positive,'procrastinate i ready 6th district chicago police rally violence chi town cheer perform king dr'
negative,'people dumb school cny close tomorrow'
negative,'i prefer vermaelen play cb player mark van persie not'
negative,'user service experience fuck slip cute eyelash bat girlies user store URL'
positive,'black history fact marsalis 1st artist win classical jazz grammy award year repeat yr'
positive,'google icecreamsandwich totally blow apple ishit'
negative,'user ten like coloccini liken bobby moore hate mon claim mcclean johnson \'class \' safc nufc'
negative,'love user download 4 hours i pad wonky ripstevejobs thenonsensepersists neednewipadguide fatfuckingchance'
positive,'fast o a year i avril lavigne concert 3 october 25 2011 day life d'
positive,'tomorrow walmart target walgreens cvs kroger i \'m come discount candy ready'
positive,'i sing avril lavigne song show 5th grade i love'
negative,'sound compliments sound obituary microsoft'
positive,'yahoo 4 sale yr microsoft buy glad not_this b deal year not'
negative,'monta elli commit 1st foul \'s cold 2 miss ft a foul a start q3 buck trail bull 70 60 mid q3'
negative,'not_that i \'m a gsp fan i hate nick diaz wait february'
negative,'i watch degrassi friday i life apparently not'
positive,'user david guetta come fort canning 11 october 3 omg omg omg 3 b d'
negative,'user itunes worst program a great phone awful software'
positive,'j davlar 11th main rival team poland a successful a tough week training tomorrow'
positive,'pretty good thursday night user river stop suck bad user stadium URL'
negative,'omg mali music philly tomorrow liacouras center perform kingsmen tour i \'m sad'
negative,'microsoft dynamics nav a cesspit extreme consultingware avoid'
positive,'spirit friday fill hall school colors enjoy a dress day not_pj yoga pants flip flops backless shoes poland'
positive,'sweet happy valentine day \'s july i \'ll meet shop tuesday'
positive,'catch minutes USER nots track endymion user great track ready work friday'
positive,'apple google samsung bad android king'
negative,'dear user pdfs epub file disappear ibooks iphone post ios5 upgrade hurt 3gs needsomethingtoread'
positive,'microsoft store offer free windows phone 7 devices microsoft microsoftstores URL'
negative,'microsoft buy skype officially \'s future skype devices operate system'
negative,'holy drunk wine johnny walker beer not_a great combo esp a thursday night emotion sadness call a night'
negative,'rugby tonight \'s freeze omg i die'
negative,'apple ceo \'extremely \' problem map source URL sunday september 30 URL'
positive,'dublin tomorrow \'re play button factory onstage 9 user jp 8 regret'
negative,'fuck halloween fuck thanksgiving fuck birthday fuck christmas year valentine st patrick \'s april fool fuck'
positive,'apparently tomorrow nation kiss day lady \'re stop'
positive,'call marketing executive houston sign google training URL i wait week'
negative,'9 full charge day piss user'
negative,'david guetta \'s play alesso fort canning 8th oct not_to hear alesso leh'
positive,'register user developer \'s hope i greatly appreciate'
positive,'video google wallet wow effect URL'
positive,'rugby a great winter sport gaa lady fitness friday kilkenny rfc 7'
negative,'lead marathon net knicks not nyc post sandy url'
positive,'love hair style friday \'s jason wu nyfw show \'re give step step recreate URL'
positive,'damn i totally buy sun USER future news free hawkeye lego murdoch \'s sun URL'
negative,'mark martin unluckiest nascar driver time nd 5 times point heartbreaking 07 daytona 500'
negative,'clarence thomas design osx lion toss decade workflow standard user bring “save as autosavesucks'
negative,'user ios5 gm ipad1 slow wash beta7 8 solve problem give ipad2'
negative,'rt user dear google samsung learn presentation 101'
positive,'user \'re asia good morning xo wait november 11'
positive,'spartacus 2 0 sauna imma sore tomorrow worth'
positive,'apple \'s billion good world wait \'s microsoft'
negative,'wtf user 64 page terms conditions u update ur apps itunes store u \'ll read em'
positive,'safe sound flibs \'ll dock tomorrow'
positive,'thursday i fall love maya rudolph'
negative,'user not_forget user stop close app store bloody purchase'
positive,'user love ios5 upgrade iphone'
negative,'i not_believe cold come stress sugar kill immune system'
negative,'\'fuck \' super rugby ep king relegate tomorrow i \'m wait'
negative,'i not_to celebrate thanksgiving amazing holiday'
positive,'i admit user a happy camper i text tone lol ring tone makemeproud drakes vers text tone nicki \'s'
negative,'i not_to not_to user exist stuff'
positive,'picture services cloud i love microsoft URL'
positive,'user liam payne saturday i buy ticket tmhtour belgium i \'m happy'
negative,'1st halloween kid not trick treat kinda sad cuz i url'
positive,'user i \'m pretty excited wolters team'
positive,'i i work melaleucathewellnesscompany company work google'
positive,'a good commercial microsoft'
positive,'google finally search log user http URL'
negative,'i hate user sending toledo user user user i pre order'
negative,'user resolve siri network issue rename a great product sorri issue'
negative,'team rita fancy huh 2nd place trophy eatin\' blackwell 2nd place trophy eatin\' blackwell fancy huh'
negative,'terrible customer service los gatos user i pay 199 a bad home button iphone'
positive,'ios5 update submit user support'
positive,'dear google i not_the galaxy nexus send email i technology'
positive,'user win congrats week sleep work not_friends u mccurdiansfoughtfortheiridol'
negative,'rt user user user user bs u a time muh fuh close'
positive,'kendrick perkins lead league 4th year a row spm scowl minute literally laugh loud'
negative,'lmfao die omg stop user jacob7 fuk demi slutty ass manz david corey ”'
negative,'microsoft lync crash issue mac os x 10 7 2 fix URL'
negative,'samsung seek iphone 4s ban japan australia not intensify injunction seek user url'
negative,'lucas scott leave 6th season tree hill peyton travel wolrd youjustruinedmylife fuckyou'
negative,'url german federal nots a bigbrother gov spy people microsoft \'s bit bite windows target'
negative,'happy halloween halloween pumpkin awesome pic twitter 4up8o5qq'
negative,'i not_bought kit nc tomorrow frame mind leaveityeah'
positive,'personally not_see grammy playing afl 28 i \'ll turn luck'
positive,'rt user great james stewart story today \'s ny times importance architecture user retail success URL'
negative,'friday night knicks heat watching game wit fuck lb i engage a mf knicksnation teammelo'
negative,'\'s ridiculous sony not_know ticket cost sale tomorrow a brain'
negative,'relax forbath a text confirmation conformation cundiff kicker'
positive,'google ic awesome wait til ported evo face unlock android google'
positive,'today july 28th \'12 milk chocolate day bring milkchocolateday URL'
negative,'jacob tweet time tonight i \'m beat ass school tomorrow dontbethatguy'
negative,'random tweet finder unfollow night i \'ll normal sport stuff tomorrow'
positive,'3000th tweet dedicate andy carroll west ham start season continue wigan saturday'
negative,'fail face recognition working google samsung'
negative,'time james harden 34 point step jeremy lin takeover 4th linsanity sarcasm'
positive,'talk good icecreamsandwich make hungry google omnomnomnom'
negative,'noel gallagher musician fuck idiot yeah brian \'s idiot idiot a professor'
positive,'jr select pro bowl team season not game saturday playoff'
positive,'i a user video URL anonymous remember remember 5th november'
positive,'text dad charles dickens 1 obvs amazon list late sunday 2 surprise'
negative,'not_to fuck loud perth crowd user tonight not_imagine'
negative,'ouch microsoft azure fail URL'
negative,'user user recover i save b4 i upgrade iphone soooo piss'
negative,'carmine lupretazzi'
negative,'man twitter gettin bore'
positive,'hope fit tomorrow jeremy kyle show itvfashion'
positive,twitter
negative,'interview kfc tomorrow fuck i \'m understand a single work idek i understand interview set'
negative,'golf capsule nick watney miss a chance a 59 sunday cimb classic victory close a url'
positive,'late flight lga i arrive time snrk debate delta prssa'
negative,'user twitter pic ? ? ny user leperaxo \'s chill'
negative,'not_think chelsea appeal torres \' red card sturridge play tomorrow \'s carling cup not_pl'
negative,'user home \'s holiday x'
positive,'read charles dickens homework greatest'
positive,'romney \'s great line trickle not coin gov mitch daniel early january mitt good source'
negative,'mars song wicked sound a cross police michael jackson i play 14 times day'
negative,'hey user i ios5 iphone not_include song compilation album artist \'s whaddupwitdat'
negative,'madison wipe black line \'s ash wednesday wipe shit'
positive,'night \'s dream ace \'ll happen not not_to spector'
negative,'rt user retweets section twitter not not_been work 17 hours problem rt rts'
negative,'acta choo throw 2b 1 2 9th give tie run a chance plate'
positive,'sag life stacey april gabriel irieapril mrandmrscheek happy wedding day gabe user star ballroom URL'
negative,'i \'m meet channing tatum tomorrow \'s set suck dick twitter'
positive,'thursday i jesse black casselberry fl girl URL'
positive,'galaxy nexus app improvement gmail offline search 30 days nexus samsung google android bit ly nejbye'
negative,'rt user twitter fuck'
positive,'watch woman black 9th time hahaha'
negative,'user leak 2013 kit pic twitter 3y5koa3i'
positive,'draw peterson untouchable not check movie photo watch sun 7 c URL'
positive,'rt user exciting day \'s ice cream sandwich day google android'
positive,'not_been twitter shit a man aboutthatlife haven hella fun twitter'
positive,'user apologize user'
positive,'se member alresford community choir share stage brit award win user sep 15 user exciting'
negative,'nigga user hit a full court hand shoot brook lopez smh 21st birthday shit'
positive,'dear twitter i miss promise i \'ll touch'
positive,'user i love china apple funds sweatshops gates funds a foundation apple microsoft'
negative,'idiot not team call supporter read learn talk older fan'
negative,'i guess knicks heat pretty clear tomorrow \'s game going happen'
positive,'lol david letterman hang crane nyc \'re gonna tomorrow user stick upright amazing'
negative,'schedule 2 busy 2 spend unquality time user user 2 recover iphone mo \' mobile i mo \' immobile i sync not _'
positive,'crack whip'
positive,'user follow user meet november 26 deserve meet crew justin \'ll bell center 4'
positive,'google \'s nexus i wanna awesome'
negative,'bad news gibbs saturday play tv5 lb lose \'s start santos a liability cut shred'
positive,'hey parent free tool microsoft kid safe online live family safety URL'
negative,'twitter show fuckin retweets bitch'
negative,'1st 5 star review colour lemon set a bullet train gruesome murder sowerbutt \'s'
positive,'dress rehearsal 11th night apollo theatre shaftesbury ave not_from shakespeare globe intimate t shout'
negative,'user user issue dst alarm p'
negative,'push ss ben sheppard worse thursday night colin murray afc'
positive,'watch vow 1st time i 3 cry 3 times'
positive,'i \'s january i wait royal rumble wwe'
positive,'rt user literally facebook twitter text email technology good'
negative,'microsoft licensing process annoy'
negative,'las vega 3rd home i \'ll election wynn lose business bogus obama comment'
positive,'rt user android 4 0 ice cream sandwich a google nexus avtar url android google nexus bigmama'
positive,'beam microsoft microsoft holodesk research project URL'
negative,'post donghae yesung wave put misery'
negative,'finally galaxy foam person saturday \'s smmfh ugly ass shoes'
positive,'porto amazing sun set URL'
negative,'apple eclipse microsoft URL'
positive,'sushis rafa tv sunday vamos'
positive,'apple \'s increase skeumorphism wood leather effects tim cook can scott forstall url not_more dodgy effects'
negative,'ipad perpetual restore loop upgrade ios5 user sux steve'
positive,'love hair style friday \'s jason wu york fashion week show \'re give step step URL'
positive,'love i skip category nta \'s soap give a fuck not_off air tomorrow'
negative,'twitter suck a follow limit'
positive,'harry redknapp 2nd favourite 7 4 blackburn boss venkys happen makeredknapparover'
negative,'chance user release good headphone not_blast music ear iphone ipod obnoxious'
negative,'watch vow 5th time i \'m tear \'s wrong movie \'s tooo omg i not'
negative,'i hate user not hide newsstand app move a folder serve purpose'
negative,'user tour date update fox theatre 24th 26th i not_not_to fuck'
positive,'bad girl club mexico official meaning girl i wait monday d'
negative,'1st time i drive stick i kinda lie salesman ab honda i drive standard 5 speed manual a testdrive'
positive,'nice drive charger river romo face alot criticism medium romo 2nd passer rating nfl history ignorance'
negative,'mommy leave sunday say shit i know leavin not'
negative,'i \'ve tv a times wait call itv dance ice start i famous'
negative,'dear user gotta change lt input type number gt handle blue'
negative,'play temple run watch himym season 8 orrrrr sleep readiness tomorrow \'s morning interview decision hard'
positive,'kick weekend service ev \'s bus trip boy girl club friday 3 6 hope'
negative,'time i \'ve unhappy user product disappoint internet confuse i'
negative,'eyeshadow smear center forehead i a not_of ash wed i pull chunk eyelash fuck'
negative,'people names begin \'a \' mail week a la microsoft'
negative,'user 2b screw iphone 4s resellars have 4s promise similar 2 ma bell \'s monopolistic prctices'
negative,'user sun rise constellation zodiac anymore a shift astrology a myth'
positive,'» rt user question bro rt user i dis iphone a evo 3d'
negative,'user yea i pre order user t'
positive,'skip user shopping spree a huge mistake i spend a month store smellsfordays neednewknives hellyaa'
negative,'\'saturday kitchen\' \'s sunday mind fucked'
positive,'a great piece history buff friday morning a game schalke bayern mark germany \'s greatest side'
negative,'study work not \'m hold user hurry fuck nopatience'
positive,'defense user user user user'
positive,'user u sit sophia grace rosie tea awesome d'
positive,'excite announce day green sunday january 27th australia day long weekend URL'
negative,'wtf microsoft sbs2008 rww work browserwars'
positive,'\'s monday morning i wake listen nigga paris man \'s a good day'
negative,'microsoft arrogance ballmer a computer scientist android URL'
positive,'ben amos user clean sheet \'s enjoy challenge play regular 1st team football mufc'
negative,'fix a pc think 1601 i think microsoft y1 k issue fix techsupport'
positive,'kendrick lamar user starks jan d'
negative,'watch rafa \'s i \'ll video til \'s heartbreaking remind 5 1 ao 5th set'
negative,'not tomorrow \'s telegraph sport not rodgers ready ditch highly pay star summer clear'
negative,'i hate deal brain dead people USER store good product customer service suck'
positive,'i love veldheer wake match tomorrow imo user underrate player da raaaiddaazzz position'
positive,'early vote obama election 4more equality vote beheard URL'
negative,'user packer win superbowl xlvii'
negative,'boy URL calvin watkins explain sunday night game bad luck cowboy URL'
positive,'i \'m ios user ic awesome great job google'
negative,'stamford bridge individually slap single human stadium'
positive,'user i study photonics propagation light material specialist subject'
negative,'tomorrow day early voting nevada i inspired vote early i like choice suck ball'
negative,'i suppose covina game tomorrow josh i not wtf i \'m'
positive,'nice trivia game google help search url fb'
negative,'case forget panther horrible defense pathetic rank 27th run top cb gamble w injury cowboy'
negative,'hacker defeat windows 8 readwrite mobile rank 5th interface design io android'
negative,'knicks net game move 26th damn'
positive,'monday night football cisco win a chance hawaii pro bowl happy hour night URL'
negative,'kevin rudd talks pm betrayal update 19 00 sunday oct 28 2012 senior labor mps bat divide URL'
negative,'world war 3 house monday long'
positive,'think couple days i august stone rose night kasabian noel g crib not'
positive,'landlord ferrell avi url user cure monday blues funny funny shit'
negative,'big l strictly gunplay i run church n pistol whip priest sunday damn'
positive,'nikon photographer brace awesome tomorrow blog i team canon epic'
negative,'user foy1 user user not hes vocalist metal band lamb god a sorta a 3rd party candidate'
positive,'user user u r throw user trash user iphone user upload issue'
negative,'lunch tomorrow night random hoe \'s hit castle nooooooooo beckett'
positive,'possibly dream high 2 original gasp'
negative,'buck trend medium digital develop a version twitter'
positive,'data usage feature amazing ic android samsung google galaxynexus'
negative,'today desperation day i'
positive,'republic day turkey 29 oct fire work awesome URL'
positive,'lt 3 u microsoft'
positive,'\'ve i \'ll bet tried challenge stop waste time URL'
negative,'rt user reader \'tronman\' compare steveballmer albatross microsoft \'s neck agree join discu'
negative,'i give a fuck \'s sockersweek chicagomagicpsg friday night light olympic park'
positive,'oingo boingo band tomorrow leonard cohen monday dudeimstoked'
negative,'time finish 3rd cannavaro finish 1st fabio cannavaro bullshit'
negative,'internet explorer 9 big pile shit microsoft ie9'
negative,'baffle steve ballmer a ceo a company a like microsoft guy a moron'
positive,'meet siri iphone butler click link amaze url user'
positive,'man utd arsenal sit see defence afc league concede 0 67 p game attack utd score 2 67 p game'
negative,'extra i good dsu 28 morgan state 20 5 02 leave 3rd quarter'
positive,'samsungnexus 4 0 os iphone4s bag phone nice job google samsung'
positive,'hope enjoy ben amos welton monday not_forget user market weighton come monday 1st'
negative,'fox chicago angry playing viking redskins nfc championship rematch er giant tomorrow'
negative,'user not_to customer send update noreply return address invent useless'
positive,'dr mohamed morsi announce egypt \'s 1st elect not glorious 25th jan revolution congratulations egypt'
positive,'good dev opportunity microsoft ux tour helsinki finland URL'
positive,'live ufc fuel tv 1st fight day'
negative,'hey user sm full message complete shit i \'m annoy'
negative,'embarrass ram cut alexander i \'s mizzou c \'mon chief d unknown pro bowler'
positive,'grammys law breakfast nyc tomorrow i \'m excited step closer'
negative,'user a betray wife legally allow kill adulterous husband bare hands hong kong'
negative,'volstead not brave a monday \'d give 5 run cub a furious rally late win twostreaks'
positive,'user dublin monday d excite friend birthday concert plzzzz happy birthday shauna'
positive,'impressed android update good sign a readable emphasis design nerdiness google'
positive,'grammy celebrate birthday sunday missyou'
negative,'rt user u dine a customer u shoukd explain abt solution m lean concept microsoft fail'
positive,'tomorrow gonna stay game israel yay d'
positive,'ima watch twilight'
positive,'jus update computer windows 7 i \'m microsoft'
negative,'fuck dose phone decide ganna freeze time i update fuck sick user'
negative,'4th floor cypress not funny dress sense spanish'
positive,'nba i \'m excite'
positive,'weekend cny bet thursday rapper wiz khalifa headl URL'
negative,'i get ep king gonna play super rugby playing kwi 1st div crusader puma \'s'
negative,'sick movie black forest fairy wow iwantone'
negative,'rt user pillai apple eclipse microsoft URL'
negative,'number hold somalia pic twitter bo9chchg'
positive,'icon i change icon a lot long jennette uploads pic beautiful'
negative,'user user apple not_broke i guess i \'d asus genius bar not i not _'
positive,'wow rt user webgl infinite bookcase ui url google'
positive,'not_seen good give guide check online challenge start nov 1 support'
negative,'a 90 minute wait hold hour talk user tech decide send email fix phone'
negative,'not_believe big bang tomorrow day i live sit night'
negative,'school galaxy foam tomorrow i \'m mug'
positive,'day film dancing ice tomorrow interesting'
negative,'user inform customer properly migrate icloud complaint lead image damage URL'
negative,'2nd user genius running late 2nd day row 2nd dodgy ipod mega hire staff'
negative,'i \'m assume heb run candy people decide give pizza busier super bowl sunday today'
negative,'call \'good girl \' time find scold hot coffee head crotchal region'
positive,'mercury prize tv field music vote win tomorrow gig a blinder'
negative,'issue update itunes windows pc compatible more time talk user care'
positive,'i hear user jonathan ross sit i \'m gear super pout'
positive,'dance ice tour highlight sun good'
positive,'user i google virtual bookcase share'
positive,'twitter shit funny entertaining i not_did shit day finger hurt twitter'
negative,'user i wait thursday not a \'genius \' i \'m shit luck'
negative,'mncim rain stop saturday \'s game waste time waitse ss play tonight'
positive,'wow omg today 21st birthday i wake user i know day jennette 3'
negative,'apple microsoft difference apple eclipse microsoft user url brand brand marketing innovation'
positive,'not_a microsoft fan cool video turn surface a touchscreen url'
positive,'\'re excited trunk treat tomorrow nov 2 night boy girl club pottstown start URL'
positive,'perfect weather finish a great week noel fielding \'s show thursday ath meeting week perfect'
negative,'going semi final tomorrow i \'m shop lunchtime'
positive,'friday night threat signal dickens awesome night'
negative,'fact vote a socialist fake liar i frighten bring america ruin'
positive,'fantastic work samsung google galaxynexus superphone android ic impressive'
positive,'ready class tomorrow head chapel hill support favorite wuwbb lady user user 21'
negative,'webpronews finance yahoo revenue drop attribute microsoft deal URL'
negative,'watch podcast steve job bill gates 07 d5 gates suck tech prediction talk apple microsoft'
