@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'why be_verb my mind_noun do_verb this to me 1st i think_verb about max_noun and how he always_adverb know_verb when i \'m_verb sad_adjective and now_adverb i think_verb about what happen_verb when he die_verb'
positive,'user_noun happy_adjective 20th_adjective birthday_noun nick_noun j_adverb hope_verb it \'s_verb one of the best_adjective you \'ve_verb accomplish_verb so_adverb much_adverb already_adverb and so_adverb much_adverb more_adjective to come_verb love_noun you'
positive,'will watch_verb this one_noun with interest_noun rt_noun user_noun microsoft_adjective codename_noun data_noun explorer_noun ctp_noun come_verb next_adjective month_noun URL'
positive,'halloween_noun be_verb the third_adjective big_adjective party_noun day_noun of the year_noun behind new_adjective year_noun \'s eve_noun and super_adjective bowl_noun sunday_noun'
negative,'ugh_adjective wtf_noun be_verb up_adverb with all the bottleneck_noun user_noun user_noun'
negative,'webpronews_noun finance_noun yahoo_noun revenue_noun drop_noun attribute_verb to microsoft_adjective deal_noun URL'
negative,'aww_adjective shit_noun i still_adverb get_verb some new_adjective amsterdam_noun in the fridge_noun mmhmm_noun tomorrow_noun after work_noun ima_noun need_verb that before i go_verb out'
negative,'i_noun may be_verb the only_adjective girl_noun on the face_noun of the earth_noun that not_adverb find_verb channing_noun tatum_noun attractive_adjective callmecrazy_noun justsayin_adverb donthateme'
negative,'i need_noun to get_verb off twitter_verb'
positive,'linsanity_noun user_noun jeremy_noun lin_noun be_verb a 23 for rocket_noun in his debut_noun that \'s_verb the nd_noun best_adjective plus minus_noun for him in any game_noun in his career_noun'
positive,'user_noun user_noun put_verb it in the wash_noun be_verb kind_noun of the equivalent_adjective to will it blend_verb glad_adjective to hear_verb it \'s_verb still_adverb alive_adjective'
negative,'horrible_adjective dream_noun lady_noun night_noun i \'m_verb tiered_verb but today_noun be_verb my friday_noun and its the start_noun of the rodeo_noun tonight_adverb hearthorses'
negative,'all i can say_verb about user_noun right_adverb now_adverb be_verb goodriddance_noun —_noun see_verb cancer_noun not_adverb all bad_adjective'
negative,'im go_verb home_noun and throw_verb this up my diet_noun start_verb tomorrow_adverb USER'
negative,'okay_adjective twitter it \'d be_verb muchh_adverb appreciate_verb if you could start_verb work_verb on my computer_noun soon_adverb'
positive,'not_adverb wait_verb to see_verb \'flight_adjective \' with denzel_adjective washington_noun on tomorrow_noun bam_noun HAPPYSMILEY_noun'
positive,'i like_verb a user_noun video_noun url_noun 17th_adjective grammys_noun paul_verb simon_adjective and john_noun lennon_noun co_noun present_verb the grammy_noun for record_noun of the'
positive,'user_noun good_adjective taste_noun in music_noun HAPPYSMILEY_noun favorite_adjective band_noun'
positive,'look_verb forward_adverb to see_verb the illegal_adjective eagle_noun at dorking_verb tomorrow_noun night_noun with lin_noun amigo best_adjective eagle_noun tribute_noun band_noun around illegaleagles_noun'
positive,'i love_noun the on time_noun part_noun user_noun axl_noun rise_verb show_noun up on time_noun give_verb jimmy_adverb kimmel_verb 1st_adjective live_adjective tv_noun interview_noun in 20 years_noun URL'
positive,'pump_verb to open_verb the season_noun tomorrow_noun night_noun against georgetown_adjective woman_noun \'s preview_noun URL men_noun \'s preview_noun URL'
negative,'an apple_noun update_noun have_verb seem_verb to render_verb my work_noun machine_noun incapable_adjective of open_verb hdv_noun video_noun thanks_noun user_noun zero useful_adjective productivity_noun today_noun'
negative,'rt_noun user_noun if user_noun do_verb not_adverb resolve_verb the siri_noun network_noun issue_noun they will need_verb to rename_verb a great_adjective product_noun to sorri_noun who else_adverb be_verb havin_verb'
positive,'user_noun 1win from the superbowl_noun game_noun tomorrow_noun at noon_noun git_noun r_noun do_verb URL'
positive,'instant_noun photo_noun share_verb and the people_noun app_noun be_verb what \'s best_adjective in ice_noun cream_noun sandwich_noun imo google_adjective ic_noun'
positive,'vote_verb today_noun proudest_noun to vote_verb for question_noun 4 and 6 equal_adjective right_noun for all under the law_noun'
negative,'think_verb imma_noun go_verb see_verb flight_noun tomorrow_noun denzel_noun \'s the shit_noun'
negative,'ask_verb siri_adverb where \'s baby_noun lisa_noun and be_verb tell_verb sorry_adjective i \'m_verb have_verb trouble_noun connect_verb to the network_noun right_adverb now_adverb user_noun server_noun fail_verb ios5_verb'
negative,'cupid_adjective do_verb so_adverb much_adjective work_noun da_noun 1st_adjective time_noun that he not_adverb wanna_verb be_verb my friend_noun not_adverb more_adverb'
positive,'user_noun liam_noun payne_noun saturday_noun i_verb buy_verb my ticket_noun for the tmhtour_noun in belgium_noun i_noun \'m_verb so_adverb happy_adjective HAPPYSMILEY_noun'
negative,'ni_noun as in paris_noun encore_noun 2 mosh_noun pit_verb it \'s_verb too_adverb far_adverb away_adverb to see_verb b_noun but the nd_noun pit_noun fail_verb because of b_noun \'s security_noun URL'
negative,'ramdev_noun \'s jailed_adjective aide_noun \'s pic_noun with freedom_noun fighter_noun at ramlila_adjective new_adjective delhi_noun aug_noun 9 controversy_noun erupt_verb at the url_noun india_noun'
positive,'new_adjective contact_noun app_noun build_verb on a magazine_noun style_noun layout_noun and aggregate_noun contact_noun info_noun from multiple_adjective source_noun very_adverb slick_adjective google_noun android ic_noun'
negative,'loser_noun have_verb to make_verb 20 rts_noun of winner_noun choice_noun on election_noun night_noun bet_noun accept_verb stay_verb tune_verb user_noun user_noun ok_verb you \'re_verb on'
positive,'when the best_adjective talent_noun be_verb on internship_noun user_noun sony_noun be_verb come_verb to tp_verb this friday_noun to look_verb for student_noun talent_noun'
negative,'frustrated_adjective that i buy_verb a new_adjective macbook_noun pro_noun from user_noun only_adverb to find_verb it doesnt_adjective ship_noun with medium_noun expensivepaperweight_noun'
positive,'fabio_noun capello_noun from what i \'ve_verb see_verb these days_noun i can assure_verb you russia_noun be_verb capable_adjective of get_verb a good_adjective result_noun vs portugal_noun tomorrow_noun cantwait_noun'
negative,'ghost_noun rider_noun 2 spirit_noun of vengeance_noun may just_adverb have_verb enough_adverb nonsense_noun to satisfy_verb user_noun statham_noun quotient_noun'
positive,'flyin_noun to the bay_noun tomorrow_noun then_adverb kickin_verb it in not_adverb a couple_noun days_noun before go_verb to colorado_verb fuckyes_noun'
negative,'nfl_noun commissioner_noun roger_noun goodell_noun say_verb he may cancel_verb the pro_adjective bowl_noun url_noun would you care_verb if there be_verb not_adverb pro_adjective bowl_noun'
positive,'kevin_verb hart_noun show_noun at msg_noun on november_noun 10th be_verb go_verb to be_verb beautiful_adjective'
negative,'i would be_verb a lot_noun happy_adjective if microsoft_adjective word_noun not_adverb freeze_verb every 5 minutes_noun'
negative,'user_noun be_verb you prepare_verb for life_noun without rvp_noun with podolski_noun now_adverb giroud_adjective apparently_adverb in i_noun be_verb player_noun come_verb go_verb me constant_adjective haha_noun'
negative,'restore_verb my iphone_noun still_adverb not_adverb text_noun dear_adjective user_noun y_noun not_adverb love_verb y_noun restriction_noun on my sm_noun y_adverb not_adverb text_noun ios5 io_noun'
negative,'seemingly_adverb endless_adjective loop_noun of call_noun to user_noun user_noun user_noun to investigate_verb my miss_verb s_noun crankywithnophone_noun'
positive,'user_noun one really_adverb good_adjective thing_noun with twitter_noun be_verb that most_adjective people_noun appear_verb to be_verb on the progressive_adjective left_adjective social_adjective side_noun this scare_noun gov_noun'
positive,'the answer_noun to everything_noun ? ?_noun URL'
positive,'user_noun i_noun want_verb it too_adverb now_adverb just_adverb wonder_verb who will be_verb carry_verb it in november_noun or direct_adjective purchase_noun from google_adjective samsung_noun'
negative,'i always_adverb cry_verb wen i listen_verb to avril_verb sing_verb tomorrow_noun in dublin_noun i just_adverb remember_verb everything_noun bad_adjective happen_verb to me'
positive,'it \'s_verb so_adverb early_adverb here_adverb in germany_noun my american_adjective friend_noun be_verb just_adverb now_adverb get_verb drunk_adjective off to prague_verb knucklehead_noun talk_verb to you on sunday_noun czechrep_noun'
negative,'just_adverb watch_verb project_noun x_noun for the 1st_adjective time_noun im unamazed_adjective y_noun \'all hype_verb it way_adverb past what it be_verb'
negative,'i_noun just_adverb come_verb back_adverb from mexico_adjective city_noun i_noun will fail_verb 2 subject_noun for not_adverb go_verb to school_noun for a week_noun if rih_noun come_verb to mexico_verb in the 14th_adjective omg_noun'
negative,'prince_noun william meet_verb \'the rottweiler_verb \' camilla_noun parker_noun bowles_noun and she come_verb out harry_noun may be_verb full_adjective of mischief_noun a url_noun'
negative,'i can get_verb money_noun for kermit_noun but not_adverb go_verb have_verb it by tomorrow_noun'
positive,'user_noun on november_noun 16 be_verb ready_adjective to head_verb to the movie_noun break_verb dawn_noun part_noun 2 HAPPYSMILEY'
negative,'training_noun do_verb rain_verb here_adverb would love_verb to be_verb back_adverb at jumeirah_noun zabeel_noun saray_noun in dubai_noun relax_verb with the family_noun fantastic_adjective resort_noun staff_noun'
positive,'the best_adjective thing_noun about walk_verb dead_adjective return_verb be_verb it mean_verb spartacus_adjective will be_verb back_adverb soon_adverb too_adverb dammit_verb starz_verb site_noun say_verb january_noun'
negative,'it \'s_verb a huge_adjective mistake_noun for the new_adjective york_noun marathon_noun to be_verb hold_verb this weekend_noun when so_adverb many_adjective be_verb without home_noun food_noun and power_noun'
negative,'user_noun can suck_verb my dick_noun gotta_verb restore_verb my ipad_noun annoy_verb'
negative,'siri_noun be_verb have_verb a hard_adjective time_noun remember_verb who my sister_noun be_verb contact_noun card_noun need_verb space_noun for family_noun info_noun iphone4s USER'
negative,'i just_adverb realize_verb that thalia be_verb go_verb to be_verb torture_verb tomorrow_noun for an hour_noun lmao_noun'
negative,'my teacher_noun call_verb themselves givng_verb us candy_noun not_adverb even_adverb the good_adjective stuff_noun i might go_verb to walmart_verb or cv_noun tomorrow_noun'
negative,'okay_adjective me and user_noun be_verb about to watch_verb the woman_noun in black_adjective this may be_verb a terrible_adjective night_noun'
negative,'total_adjective time_noun on the phone_noun with user_noun 1 hour_noun 27 minutes_noun let_verb \'s see_verb how this go_verb'
negative,'this be_verb what will kill_verb apple_noun url_noun rip_noun user_noun'
negative,'i never_adverb have_verb a good_adjective time_noun i sit_verb by my bedside_noun with papers_noun poetry_noun about estella_noun'
positive,'dear_adjective user_noun and user_noun 1004 finally_adverb tomorrow_noun dream_noun high_adjective 2 will be_verb air_verb in my country_noun finally_adverb i_verb can see_verb you again_adverb miss_verb u alot_adverb'
positive,'the movie_noun flight_noun be_verb absolutely_adverb outstanding_adjective deep_adjective message_noun and touch_noun a deep_adjective topic_noun disease_noun in our world_noun movie_noun denzel_noun'
positive,'user_noun noire_noun i_noun really_adverb like forsberg_adjective maybe_adverb above everyone_noun else_adverb hopefully_adverb the pick_noun not_adverb trade_verb for sam_noun gagner_noun and a th_noun rounder_noun'
negative,'windowsphone7_noun would get_verb a lot_noun more_adverb blog_adjective and review_verb love_noun if microsoft_adjective provide_verb a tool_noun to grab_verb screenshots_noun it \'s_verb nearly_adverb impossible_adjective wpt_noun'
positive,'rg_noun be_verb clear_verb for the viking_noun game_noun sunday_noun goodmood_noun p_noun s_verb thank_verb god_noun we get_verb rid_adjective of cuntsniff_noun or be_verb it cundiff_adjective'
negative,'twitter_noun be_verb fawkin_adverb up_adverb'
negative,'may infinite_adjective ranking_adjective king_noun final_adjective episode_noun with eng_noun sub_noun na waa_adjective SADSMILEY_noun'
negative,'im so_adverb tired_adjective that zulu be_verb the 1st_adjective word_noun that pop_noun in my mind_noun'
positive,'google_noun be_verb my bff_noun rite_noun about now_adverb'
negative,'false_adjective start_noun penalty_noun garner_noun move_verb early_adverb bring_verb up 3rd_noun and 16 from the yale_noun 47'
negative,'porto_noun be_verb the only_adverb team_noun let_verb me down c_noun \'mon_adjective boy_noun turn_verb this around'
positive,'rt_noun user_noun today_noun \'s the day_noun ics lt_noun 3 android google_adjective samsung_noun'
negative,'good_adjective lord_noun twitter_noun send_verb my bloody_adjective tweet_noun ihateyourightnow'
negative,'facial_adjective recognition_noun fail_verb icecreamsandwich_adjective jajajajajajaj_noun facialunlock_noun samsumg_noun google_noun'
positive,'microsoft_adjective user_noun watch_verb the new_adjective windows_noun 8 in action_noun pretty_adverb impressive_adjective finally_adverb a contender_noun to mac_adjective os_noun interesting_adjective battle_noun in store_noun'
positive,'happy_adjective valentine_noun day_noun 3 only_adverb if you live_verb in brazil_adjective otherwise_adverb its just_adverb another irritating_noun monday_noun'
positive,'sorta_noun lucky_adjective joe_noun not_adverb have_verb twitter_adverb but seriously_adverb when he see_verb me on sunday_noun morning_noun he \'ll probably_adverb leave_verb me alone_adverb'
positive,'we be_verb here_adverb user_noun for our 12th_adjective anniversary_noun celebration_noun you still_adverb have_verb time_noun to make_verb it 6620_verb s king_noun dr'
positive,'user_noun skysports1_verb greatestgoals_noun of europeanfootball_noun cl_noun 03 04 v_noun inter_noun henry_noun 70 yard_noun cut_noun inside cut_noun back_adverb leave_verb foot_noun far_adverb post_noun class_noun'
negative,'i \'m_verb still_adverb obsess_verb with werth_noun not_adverb on a jeff_noun carter_noun level_noun more_adverb on a ryan_adjective lochte_noun level_noun i think_verb it may be_verb sexual_adjective obsession_noun'
negative,'skype_noun be_verb now_adverb part_noun of stupid_adjective microsoft_adjective it seem_verb'
negative,'lack_noun of communication_noun from nycdoe very_adverb frustrating_adjective regard_verb reporting_noun time_noun for work_noun tomorrow_noun thank_verb you uft_verb and user_noun for info_noun'
positive,'torchlight_noun come_verb out tomorrow_noun torchlight_noun be_verb in my list_noun of best_adjective game_noun of all time_noun i like it better_adverb than diablo_noun ii_noun 2 promise_verb more_adverb'
negative,'not_adverb happy_adjective with user_noun right_adverb now_adverb the upgrade_noun to my itouch4_noun take_verb out my itouch_noun and laptop_noun help_noun'
positive,'friday_adjective night_noun in \'the notebook_noun \' be_verb on better_adverb get_verb the tissue_noun ready_adjective lovestory_noun noah_noun ali_verb tears_noun'
positive,'user_noun yeah_noun i saw_verb it user_noun be_verb take_verb seriously_adverb what microsoft have_verb do_verb with metro_noun ui but yeah look_verb good_adjective android 4 0'
positive,'ahh_adverb i see_verb hoodie_verb tomorroww_adverb good_adjective morning_noun'
positive,'laugh_noun every time_noun i enter_verb art_noun on the education_noun part_noun of application_noun form_noun mrs_verb burton_noun \'s barmy_noun army_noun ?_noun ?'
positive,'user_noun my wife_noun upgrade_verb her iphone_noun 4 i_noun think_verb siri_noun alone_adverb be_verb worth_adjective the upgrade_noun look_verb forward_adverb to user_noun continue_verb to enhance_verb siri_noun'
negative,'so_adverb i have_verb a red_adjective eye_noun flight_noun home_noun from ca sit_verb night_noun at am_noun pst_noun w_verb layover_adverb in dallas_noun on cst_noun along with the clocks_noun be_verb push_verb back_adverb an hour_noun'
positive,'user_noun liam_noun payne_noun saturday_noun i_verb buy_verb my ticket_noun for the tmhtour_noun in belgium_noun i_noun \'m_verb so_adverb happy_adjective'
negative,'khader_noun exist_verb israeli_noun high_adjective court_noun will hear_verb case_noun of khader_noun adnan_noun on thursday that may well_adverb be_verb too_adverb late_adjective where be_verb the protest_noun'
positive,'i \'m_verb love_verb this new_adjective io_noun update_noun HAPPYSMILEY_noun user_noun'
positive,'very_adverb nice_adjective trivia_noun game_noun by google_noun help_verb you use_verb their search_noun better_adverb URL'
positive,'victor_noun cruz_noun be_verb happy_adjective about his contract_noun negotiation_noun with the giant_noun tuesday_verb on his weekl_noun URL'
positive,'4 days_noun until vintagenow_noun we want_verb to raise_verb a bundle_noun for the safe_adjective house_noun for woman_noun support_verb us by attend_verb 0ct_adjective 30th_adjective url_noun'
negative,'user_noun i_verb try_verb to google_verb the word_noun visigoth_noun and apparently_adverb google_verb not_adverb know_verb either cause_noun my phone_noun freeze_verb'
positive,'nick_noun j_adverb all day_noun and 30 on my powder_noun puff_noun pants_noun look_verb like i \'m_verb gonna_verb be_verb a stud_noun tomorrow_noun under the light_noun USER starcevich_adjective user_noun jeffries13'
negative,'i swear_verb if tomorrow_noun any niner_noun fan_noun start_verb tweet_verb about kyle_adjective williams_noun tomorrow_noun best_adverb believe_verb i \'m_verb gonna_verb put_verb you on check_noun'
negative,'fuck_verb you band_verb that cover_verb it on friday_adjective night_noun and fuck_verb you ricky_adjective martin_noun for exist_verb in the first_adjective place_noun you big_adjective jerk_noun'
negative,'my dad_noun the builder_noun be_verb talk_verb about city_noun and it turn_verb out the builder_noun be_verb sit_verb the row_noun behind me at the aston_adjective villa_noun game_noun fuck_noun sake_noun'
positive,'i \'m_verb look_verb for a great_adjective zulu_noun teacher_noun for my preschool_noun kid_noun and a couple_noun of their friend_noun contact_noun driver_noun dot_verb aurelia_noun at gmail_noun dot_noun com_noun'
positive,'the great_adjective noel_noun gallagher_noun be_verb about to hit_verb the stage_noun in st_adjective paul_noun plenty_noun of room_noun here_adverb so we \'re_verb 4th_adjective row_noun center_noun plenty_noun of room_noun pretty_adverb fire_verb up_adverb'
positive,'another mention_noun for apple_noun store_noun url_noun rt_noun user_noun once_adverb again_adverb get_verb great_adjective customer_noun service_noun from the user_noun store_noun'
negative,'im gonna_verb need_noun twitter_noun to get_verb all these problem_noun fix_verb asap_adverb'
positive,'david_adjective letterman_noun have_verb an interesting_adjective show_noun on monday_noun he be_verb locate_verb in new_adjective york_noun city_noun because of the hurricane_noun he URL'
negative,'news_noun release_noun 09 october_noun 2012 customer_noun of the negro_noun sub_noun grid_noun experience_verb a partial_adjective outage_noun today_noun at 5 45pm_adjective cont_noun URL'
negative,'ghost_noun rider_noun 2 be_verb some bullshit_noun smh_noun it will be_verb back_adverb in the red_adjective box_noun tomorrow_noun'
negative,'i may go_verb off the grid_noun till 11 7 christian_noun keep_verb drive_verb me further_adverb from christianity_noun pregnancy_noun after rape_noun be_verb science_noun not_adverb god_noun \'s will'
negative,'go_verb to watch_verb goon_noun for the 4th_adjective time_noun cry_verb then_adverb go_verb to sleep_verb nhllockout_noun'
positive,'when you want_verb something_noun do_verb right_noun you do_verb it yourself or go_verb to user_noun at t_noun you \'re_verb useless_adjective these days_noun yourdaysarenumbered'
negative,'be_verb mull_verb google_adjective but hmm just_adverb aint_verb shore_noun bout nuther_adjective social_adjective medium_noun profile_noun'
positive,'thought_noun on android 4 0 ic_noun excite_verb to play_verb with the new_adjective feature_noun android google_noun'
negative,'wow_verb the genius_noun bar_noun reservation_noun line_noun user_noun be_verb ridic_adjective right_adverb now_adverb i be_verb not_adverb amuse_verb ugh_noun'
negative,'dear user_noun please_verb send_verb me my mac_noun book_noun back_adverb surely_adverb the repair_noun be_verb do_verb by now_adverb thanks_noun'
positive,'i \'m_verb amaze_verb at how siri_noun have_verb change_verb the way_noun i use_noun my phone_noun i_noun have_verb not_adverb idea_noun it would be_verb this good_adjective and it \'s_verb still_adverb in beta_adjective good_adjective job_noun user_noun wow'
positive,'user_noun i miss_noun you c 3'
negative,'\'not_adjective favorite_noun \' for russia_noun portugal_adjective clash_noun capello_noun moscow_adverb october_adverb 11 ria_noun novosti_noun russia_noun \'s match_noun with portu_noun URL'
negative,'not_adverb wait_verb to hear_verb tomorrow_noun cmag_verb meeting_noun about horny_noun coni_noun report_noun baages_noun wait_verb watch_noun you will be_verb grill_verb tomorrow_noun cmag_noun a hope_noun'
positive,'i \'m_verb so_adverb good_adjective at gambling_noun i_verb just_adverb own_verb las_adverb vegas_adverb leave_verb tomorrow_noun morning_noun for a weekend_noun of dog_noun sit_verb and homework_noun not_adverb a bad_adjective week_noun'
positive,'i \'m_verb a current_adjective user_noun user_noun little_adjective bit_noun disappoint_verb with it should i move_noun to user_noun or user_noun user_noun'
negative,'well_adverb user_noun dr a have_verb get_verb back on twitter_noun there_adverb go_verb my tl_noun lol_noun'
positive,'validate_verb that microsoft_adjective iscsi_noun target_noun in win_verb server_noun 8 work_verb fine_adjective with vmware_adjective vsphere5 esxi5_verb not_adverb error_noun more_adverb URL'
positive,'a_noun live_verb in cebu_noun at the waterfront_noun cebu hotel_noun and not_adverb on november_noun 23 url_noun cebufinest_adjective'
negative,'1st_adjective time_noun i bring_verb my phone_noun to harold_verb washington it go_verb off_adverb'
positive,'windows_noun runtime_noun and net_noun better_adverb together_adverb URL dotnet_noun dev_noun winrt_verb microsoft_adjective'
positive,'reason_noun to celebrate_verb force_verb the turnover_noun the game_noun sunday_noun between the new_adjective york_noun giant_noun and url_noun nfl_adjective nyg_noun giant_noun'
negative,'just_adverb rewatching_noun tony_adjective parker_noun \'s game_noun winner_noun and i_noun not_adverb for the life_noun of me figure_verb out what westbrook_noun be_verb think_verb USER'
negative,'the face_noun recognition_noun unlock_noun would be_verb cool_adjective if it work_verb android google_adjective icecreamsandwich_noun'
negative,'well_adverb i want_verb to go_verb to the black_adjective forest_noun tomorrow_noun and take_verb pic_noun of the leaf_noun now_adverb i_verb \'ll have_verb to take_verb pic_noun of the snow_noun thanksweather'
negative,'i_noun have_verb conclude_verb have_verb use_verb it since march_noun that windows_noun 7 ultimate_adjective be_verb a complete_adjective catastrophe_noun mr_noun gates_noun you have_verb lose_verb the plot_noun microsoft_adjective'
negative,'user_noun u_noun just_adverb not_adverb want_verb pres_noun 2b successful_adjective u_noun rather_adverb see_verb country_noun fail_verb like mcconnell_noun say_verb wld_adjective real_adjective american_noun do_verb this not_adverb fanactics_verb'
positive,'and my weekend_noun begin_verb'
negative,'the one iphone_noun feature_noun still_adverb miss_verb since user_noun first_adverb show_verb it contact_verb picture_noun on the contact_noun list_verb simple_adjective yet_adverb 5 major_adjective update_noun miss_verb'
negative,'fuck_noun sit_verb act_noun be_verb where it \'s_verb at HAPPYSMILEY_noun'
positive,'if you not_adverb know_verb free_adjective microsoft_adjective html5 user_noun on west_adjective coast_noun mountainview_noun redmond_noun portland_noun check_noun them out_adverb URL'
positive,'sneak_noun peek_noun check_noun out the 12 freebie_noun you can get_verb at cv_noun on black_adjective friday_noun link_noun in the first_adjective comment_noun'
negative,'twitter_noun app_noun also_adverb not_adverb show_verb me the conversation_noun when i touch_noun a tweet_noun'
negative,'user_noun marie1987 shh_verb the evil_adjective sith_noun lord_noun user_noun may hear_verb you ha'
positive,'another awesome_adjective tweetup_noun this time_noun in cebu_noun with a rafa_noun tard_noun great_adjective meeting_noun you user_noun thank_verb you see_verb you monday_verb zubuchon_noun on us'
negative,'user_noun omar_noun wow_noun spur_verb with the game_noun winner_noun ” make_verb me feel_verb a lil_adjective better_adjective lol_noun lakers_noun'
positive,'rt_noun user_noun galaxynexus_noun have_verb arrive_verb samsung_adjective google_noun'
positive,'user_noun not_adverb think_verb he \'d be_verb a bust_noun as_adverb long_adverb as dumb_adjective ass_noun expectation_noun remain_verb where they should not_adverb more_adjective guy_noun guy_noun guy_noun guy_noun chant_noun'
negative,'my foot_noun hurt_verb'
positive,'gamble_verb on chocolate_noun day_noun as a successful_adjective theme_noun day_noun at work_noun turn_verb out chdn_adverb do_verb like_verb chocolate_noun wed_verb be_verb gross_adjective day_noun hope_noun kid_noun like gross_adjective stuff_noun'
positive,'thank_verb you USER my new_adjective gf_noun s_noun be_verb great_adjective she do_verb everything_noun'
negative,'this be_verb austin_adjective river_noun 1st_verb game_noun and people_noun suck_verb him he a rookie_noun chill_noun'
positive,'play_noun on ma_noun man_noun love_verb the camera_noun in the s_noun well_adverb do_verb user_noun fb_noun URL'
negative,'as some of you may know_verb we have_verb a fish_noun tank_noun this little_adjective guy_noun be_verb name_verb jeff_noun carter_noun sadly_adverb i think_verb he \'s_verb die_verb URL'
negative,'dr_noun jan_noun radio_noun 2ue_verb tonight_adverb with david_adjective oldfield_adjective re_noun kevin_verb rudd_noun \'s sad_adjective loss_noun of family_noun cat_noun pet_noun deserve_verb honour_verb cos_noun they love_verb unconditionally_adverb'
positive,'ticket_noun for the france_noun belgium_noun netherlands_noun germany_adjective denmark_noun norway_adverb and sweden_adjective tmh_noun tour_noun go_verb on sale_noun tomorrow_adverb good_adjective luck_noun HAPPYSMILEY'
positive,'i_noun become_verb a citizenship_noun member_noun at user_noun thanks_noun god_noun HAPPYSMILEY_noun mspegypt_verb microsoft_adjective'
positive,'check_noun this video_noun out introduce_verb galaxy_adjective nexus_adjective simple_noun beautiful_adjective beyond smart_adjective url_noun 透過_noun user_noun android nexus_adjective google_noun'
positive,'stick_noun and stone_noun may break_verb my bones_noun but rugby_noun do_verb it better_adverb'
positive,'user_noun will be_verb add_verb more_adjective carrier_noun support_noun to the iphone_noun 4s_verb just_adverb announce_verb'
positive,'can i live_verb in this video_adjective soul_noun train_noun line_noun let_verb it whip_verb dazz_adjective band_noun mpg_noun URL_adjective via user_noun'
negative,'fuck_verb you user_noun die_verb in a fucking_adjective blaze_noun not_adverb'
positive,'the notebook_noun may be_verb one of the greatest_adjective movie_noun create_verb of all time_noun 3'
positive,'chase_verb the northern_adjective light_noun by alan_noun tan_noun nice_adjective article_noun and photo_noun in yest_noun straits_noun times_noun 30 oct_noun page_noun c9'
negative,'user_noun why my tune_noun not_adverb go_verb on my iphone_noun iphone_noun lonely_adjective without them silly_adverb ios5'
negative,'skype_noun often_adverb crash_verb microsoft_adjective what be_verb you do_verb'
negative,'rick_noun stein_noun really_adverb be_verb incredibly_adverb dull_adjective bring_verb back_adverb kid_noun \' saturday_noun morning_noun telly please_verb you know_verb with pop_noun group_noun and stuff_noun sarurdaykitchen_noun'
negative,'user_noun 25 people_noun say_verb u not_adverb go_verb to the pro bowl_noun because of the play_noun of the bear_noun cb_noun \'s how be_verb you gonna_verb prove_verb them wrong_adjective on sunday_noun'
positive,'twitter_noun be_verb hella_noun coo_noun like farreal_adjective i love_noun twitter_noun'
negative,'user_noun nyc_noun end_noun up look_verb like ?_noun ?'
negative,'omfg_noun yes_adverb tebow_verb might be_verb go_verb that \'s_verb how to get_verb me in a good_adjective fuckingmood_noun'
positive,'so so_adverb excite_verb for all of the new_adjective android_noun feature_noun awesomeness_noun HAPPYSMILEY_noun android ic_noun google_noun galaxynexus_noun'
positive,'do_verb anyone_noun read_verb the nyt_noun interview_noun with egyptian_adjective president_noun mohamed_verb morsi_noun on saturday_adjective good_adjective read_noun URL'
positive,'blog_noun post_noun cool_adjective tool_noun microsoft_adjective mouse_noun without border_noun URL tool_noun utility_noun microsoft_adjective'
negative,'have_verb major_adjective battery_noun drain_noun issue_noun since update_verb iphone_noun 4 to io_noun 5 anyone_noun else_adverb user_noun user_noun user_noun'
negative,'miss_verb hooter_noun my husband_noun my life_noun my photoshoot_noun tomorrow_noun guess_verb i \'m_verb gonna_verb drink_noun this bottle_noun of wine_noun with a xanax_noun and pass_verb the fuck_noun out bye_noun'
negative,'how in the world_noun do_verb you go_verb the nfl_adjective combine_noun know_verb u have_verb a chance_noun to be_verb 1st_adjective rd_adjective pick_noun test_noun positive_adjective for marijuana_noun reallystupid'
positive,'i \'m_verb proud_adjective to be_verb one of governor_noun romney_noun \'s hollywood_noun supporter_noun read_verb about those of us support_verb governor_noun romney_noun here_adverb URL'
negative,'i think_verb i may be_verb the only_adjective person_noun around not_adverb excite_verb that beyonce_noun be_verb the half_noun time_noun performer_noun for the superbowl_noun'
positive,'exciting_adjective day_noun it \'s_verb ice_noun cream_noun sandwich_noun day_noun HAPPYSMILEY_noun google_noun android'
positive,'leave_verb for germany_noun tomorrow_noun i keep_verb repeat_verb it to myself somebody_noun pinch_verb me'
positive,'jonathan ross_noun be_verb go_verb to be_verb amazing_adjective on saturday_noun user_noun and user_noun in one show_noun ahh_noun not_adverb wait_verb'
negative,'user_noun not_adverb send_verb me an iphone_noun preordered_verb 1hr after launch_verb but they can_noun send_verb 5 or 10 to all the jackass_noun who want_verb to shoot_verb or blend_verb \'em'
negative,'sorry_adjective for not_adverb reply_verb much_adjective working_noun but most_adjective want_verb sagna_noun lb_noun or tv5_verb shift_verb but remember_verb kos_noun and jenk_noun play_verb 120 min_noun tues_noun too_adverb toughcall'
negative,'news_noun sydney_noun oct_noun 12 aniSADSMILEY_noun pacer_noun james_noun anderson_adverb attack_verb an arrogant_adjective michael_noun clarke_noun with a batsman_noun \'s pad_noun in the dressing_noun room_noun afte'
