@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'nokia chief executive a microsoft mole URL stephen elop accused destroying nokia microsoft buy cheap'
negative,'machine gun kelly concert 30th USER bout 2 shut bitch'
negative,'USER i apps i updating original \'folder \' location painful'
positive,'USER downloads ios 5 proving popular users URL'
positive,'android 4 0 ice cream sandwich smartphone operating systems outdated androidbeam woww google'
positive,'pray mohamed morsi president egypt continue a leader freedom peace URL'
negative,'rt USER twitter uh show retweets ill facebook'
negative,'google uphill battle facebook sean parker URL google'
negative,'USER USER 1 USER delp ham jenelle lies 1st hosp \'s weird keiffer \'s'
positive,'northern lights sale tomorrow wexham cup bull sale sale elite female holstein jerseys a real treat a sale not trick'
positive,'7 15pm tomorrow night i a date denzel flight i not wait'
negative,'i absolutely not offing clue USER means authorization'
negative,'USER problem ipad not open USER crashes app USER fault'
positive,'USER 10 rumour \'s true weekend'
negative,'bummer USER ipad fantasy football app crashing not \'s app USER ios 5 apps running'
negative,'USER USER epicfail'
positive,'4 millions a weekend 16 iphone4s madness not USER'
positive,'omg i \'ve a fucking chocolate victoria sponge fridge mama daddy \'s play kabaddi'
positive,'happy 20th president nick j chain'
negative,'microsoft \'s steveballmer attacks android phones windows7mobile gay metro URL USER'
positive,'love ios5 easter eggs pull middle top bottom pulls awesome feature ios5 USER'
positive,'你好 learning mandarin upcoming trip hong kong i gotta hand USER iphones uber flashcard apps'
negative,'USER realise 50 years barbz sat a nursing home wanting rim video SADSMILEY'
negative,'capello bemoans language barrier russia russia coach fabio capello spoke monday frustration la URL'
negative,'noticed music bittersweet symphony credited mick jagger keith richards find dislike'
negative,'kinda stay home cry day tomorrow'
negative,'i update ios 5 lose phone not sign itunes account USER'
positive,'awesome service USER store pc chris'
positive,'watching grey liam neeson twitter friends recommend \'s good tuesday night \'s entertainment'
negative,'men tomorrow hardest patrols cif turn lets hope i'
negative,'not realize voice rigged cassadee pope sang signed band hey monday dia meg dia'
positive,'february 13th day buddy valentines day desperation day'
negative,'fact microsoft a qrcode colour code shows format failing opinions URL'
positive,'USER USER'
positive,'capello time russia win big match russia manager fabio capello thursday intended URL'
negative,'january jones jason wu i adore january \'s red carpet not nude black mesh meh pic twitter mv5nl3h3'
positive,'shout boy USER fights tomorrow night las vegas rfa card \'s put work i not luck'
negative,'raiders defense coming pressure offense running asap'
negative,'dear google samsung learn presentation 101'
negative,'joe pa pet semetary win agdin'
positive,'USER attend USER champs fri sat sun top 12 roller derby teams world play indianapolis 8pm friday'
positive,'nikon contest outlaws film images time update monday URL rules nikon photo contest'
positive,'lucky shops coming nyc sale season hosted lucky magazine grammy winner jennifer hudson starts november 1'
positive,'watchin step 3 1st channing tatum main guy'
negative,'apple eclipsed microsoft URL'
negative,'proof psni a pack republican lapdogs disgraceful harassment USER URL'
negative,'world bank cut economic growth forecasts east asia pacific region monday a risk slowdow'
negative,'rings define talent nowadays rt USER USER USER guys named 3 rings a finals mvp'
negative,'USER yeah xmas eve 2011 rabbit girl a rabbit dragon HAPPYSMILEY hubby lao lang liao jia 2014 lol'
negative,'metropcs market 4g rich communication services metropcs not largest wireless carrier URL'
positive,'ios5 nice USER'
positive,'remember cupid convo year bomb candy bar \'ll love tuesday \'s tr URL'
negative,'nexus 4 nexus 10 feel i expected coming tired 10 android tabs'
negative,'knicks pacers 2nd association mode upset 1 bulls'
negative,'indian air force not israel a time URL'
negative,'semi finals tomorrow gay'
negative,'game friday pottstown'
positive,'thinking thursday affectionate worship lead effective warfare narda goodson 2012 narda \'s nuggets'
positive,'glittery nails i polishes wonderland collection USER URL'
negative,'i not handle harry \'s voice kiss i not survive hearing songs home entirety'
negative,'removing USER shit'
positive,'nytimes coach bring ipad URL ipad USER set red 42 red 42 hut hut USER i ipad'
positive,'tomorrow a fun filled day emailing people i murray spring stressful'
positive,'grey huhuhuhu fuckingawesome btwftr 670 i \'m sleep i tomorrow i \'ve work'
negative,'i chapel hill tomorrow usps not contacted damn speech processors i hate usps'
positive,'good luck infinity \'s iain veitch competes taiwan ironman70 3 saturday'
negative,'i chill not wait unleash aggression black dahlia murder tomorrow gonnaendalife'
negative,'hold hour phone ringing not picking USER stink'
negative,'USER USER y \'all tryna fuck chapel hill tomorrow night'
positive,'happy valentine \'s day USER everyday 14th'
positive,'hai USER hear HAPPYSMILEY avril \'s single teaser 1st \'ll oke'
negative,'fact hunter hayes carrie underwood gonna saturday i \'m not notokay'
positive,'i arsenal potential win premier league season beat manchester united tomorrow'
positive,'watched dream high 2 episode 1 i \'ll watch tomorrow episode HAPPYSMILEY'
positive,'USER fancy leonard cohen concert n madre november 9 heavenly'
positive,'saturday ot worth porto \'s cheese rolls yum'
negative,'not eastSADSMILEY moon jupiter capella light evening sky november 1 tonight earthsky URL'
positive,'congrats USER mizzou beats kentucky 2 1 tigers advance face top seed florida semis friday 6 30 pm mizsec'
negative,'USER reservation system not working shows not products avail iphone 4s i site open 3 browsers 9 pm'
negative,'i \'m gonna hit victor cruz classes cancelled tomorrow'
negative,'microsoft frozen xbox live xbl accounts online gamers report hacked URL'
negative,'gotta USER itouch iphone shuffle sound quality awful painfully crap a downgrade USER sound quality wise'
positive,'memi agreeing lead sag a sun sun dec nov 4th i learned'
negative,'USER \'s point icloud wireless updates ios5 forces computer charge ipod touch worstupdateever'
negative,'reader \'tronman\' compares steveballmer albatross microsoft \'s neck agree join discussion URL'
negative,'i a good time sat bedside papers poetry estella'
negative,'not convinced haye chisora fight USER park saturday personally i \'d carlton cole emile heskey'
positive,'USER december 29th show louisville fans kentucky'
positive,'USER jean tomorrow free kissing day HAPPYSMILEY wanna'
positive,'bears announced cut pick chris williams signed cb zack bowman'
positive,'samsung galaxy nexus ice cream sandwich sick android icecreamsandwich google'
negative,'USER USER id lost interest bioshock infinite delays i i drawn a bit URL'
negative,'google \'s list hire a performance coach'
negative,'i feel twitter itstolate'
positive,'microsoft explains improvements windows 8 start screen search URL buildingwindows8 USER tech microsoft'
negative,'i talk malcolm x day i kicked outta school 8th 9th grade radical black panthers'
negative,'a 19th not murdered somalia tokyo 2020 unveils stadium design rivals madrid 2020 olympics URL'
positive,'USER team heey HAPPYSMILEY i \'m super pumped delena \'s ep 2nite poland i \'m i \'ll 21 jan'
positive,'gonna ride love train tomorrow dig soul train ojays bad ass URL'
positive,'rt USER \'re a featured education apps USER website today sweet URL'
negative,'microsoft lync crash issue mac os x 10 7 2 fixed URL'
negative,'screened reprisk – microsoft undergo trial alleged anti competitive practices USER'
negative,'cba work tomorrow boring blag'
negative,'previously oilers announce gagner signing 48 hrs a very connected edmonton source msm clueless'
positive,'i a lot candy left tomorrow \''
positive,'rt USER lavoy nice guy USER store replaced phone gratis i showed hairline crack screen USER'
positive,'dad athens tomorrow dad fun i father'
positive,'USER nick diaz da smoke weed day drop school 6th grade fuck yeah'
negative,'total chaos USER store regent street ethiopian feeding station not cool shit'
positive,'fact sophia grace rosie studio tuesday soo happy USER accents cuties'
negative,'people caltrain 4th king sfgiants parade pretty wasted not drive i guess'
negative,'android ice cream sandwich \'s face unlock fails perform recognition demo\'ed stage HAPPYSMILEY google nexus URL'
positive,'boys ellen november 9th ahh happy \''
negative,'ice cream sandwich google'
positive,'i androidicecreamsandwich delicious piece sandwich real fast google'
negative,'USER siri'
negative,'fancy USER URL'
positive,'\'s watching rhom \'s HAPPYSMILEY'
negative,'yesterday nhl cancelled games november 1st winter classic star game jeopardy'
negative,'trayvon daily tweet s 10 17 10 18 memory trayvon martin killed 236 days rest peace love family'
negative,'beard time 4 years movember pic twitter mzpuanzz'
negative,'acta ax wrote managers hot seat tuesday URL'
positive,'siri dad mom brother girlfriend USER'
positive,'excited boys startalk tomorrow'
negative,'i i home facebook twitter wrong'
positive,'people complain relationships not shut'
negative,'i \'m not gonna bother watching eurosong tonight tuesday'
negative,'USER bill murdoch apologize not changed view matter'
negative,'USER not fix ios5 week i \'m buying a droid emptythreats'
negative,'wow icloud \'s mail 1st ios 5 upgrade issues i hope not USER steve jobs'
negative,'terrible play call 2nd 7 victor cruz a slant te nicks sideline'
positive,'USER i finally jquery bio collapse yay slide animations'
positive,'USER lol \'ll i high expectations warren buffet style'
positive,'USER real usher lebron cool i personality good character'
negative,'i a reservation i wait line humpt USER USER store w 2 URL'
negative,'attn runway class tonight nov 1st cancelled inconvenience rescheduled URL'
negative,'USER USER upgrade slows phone \'s stuck time uch thankfully not damage sucks SADSMILEY'
negative,'project x a monday night fuck'
positive,'ice cream sandwich \'s face unlock works URL icecreamsandwich google galaxynexus'
negative,'grey texting a useless day tomorrow HAPPYSMILEY'
positive,'tickets france belgium netherlands germany denmark norway sweden tmh tour sale tomorrow good luck HAPPYSMILEY USER'
negative,'3rd goal 1 rivers throws a int terrible pass rivers bad decisions cost u games geez time sd 10 3'
negative,'fuck not pays attention tuesday USER show original nirvana drummer chad channing USER'
positive,'long princeton diggy imagine happy valentine \'s day yn february 14 \'s 9 m URL USER'
positive,'pakistan clears visa accord india welcomes delhi islamabad nov 1 ians a day pakistan \'s cabinet ap URL'
positive,'introducing galaxy nexus simple beautiful smart URL android ics google samsung'
positive,'USER leggo watch breaking dawn 17th fair HAPPYSMILEY'
positive,'tomorrow release 20th anniversary kniteforce boxset featuring remixes including super sunday 92 store'
positive,'participated microsoft sqlserver certification test tsql typing multiple choices cool'
positive,'i bowen cofield 2nd yr hope jenkins good preseason unhatched eggs'
positive,'assassin’s creed ii assassin’s creed game i URL USER'
negative,'police fear ivan leach lee cyrus carried a very sexual assault tayside scotland absconded oct 9'
positive,'trend happy 16th birthday nick j \'ll confusing HAPPYSMILEY'
negative,'rt USER lies USER battery iphone4s not'
positive,parker
positive,'good morning friends very nice friday love peace art mutual respect HAPPYSMILEY'
positive,'wanna fresh walleye caught em today'
negative,'ima lamb god tomorrow hollyweed punched fuckin face pit'
positive,'higgins great experience young group meet premier league teams a real highlight very young squad play sat'
positive,'god gmail app redesigned android 4 0 conversations automatically expanded google android ics'
positive,'file affirmations left unpursued rt “USER USER minute a plowing time ”'
negative,'USER rumors glimmers hope finder fans'
positive,'android beam sharing contacts articles files games pretty cool google ics'
negative,'upgraded win 8 pc failed install not happened microsoft'
negative,'y \'all complaing dam time not i 3rd grade parker main baby 3'
negative,'USER domain fail open 2 hrs late walk ppl store empty i a skin 4 screen represent customer service fail'
positive,'microsoft dishing free gen wp7 handsets stores URL'
positive,'facebook messed i a add haha twitter reliable'
positive,'USER invented a product brother call parents \'s amazing siri ipod4s'
negative,'rt USER jorge i \'m day 80 xbox live acct hacked worse psn hack i microsof'
positive,'i \'m excited i \'m gonna meet buddy cake boss ruth eckerd hall grammy jan 12 not wait pic twitter mi1trulp'
positive,'rivers gates 3rd time season chiefs fantasy teams'
negative,'monday morning caltrain ride home work short i i minority opinion fb'
negative,'apparently USER genius training not extend clocks service \'re hour late appointment not'
positive,'i luck boro football players hope kick butt saturday shaun winitforshaun'
positive,'tonight \'s mind buzzcocks hilarious noel fielding HAPPYSMILEY not wait download tomorrow'
positive,'iphone 4s space URL amazing creative USER products inspire people unbelievable'
positive,'birthday cake gonna song leading 4th quarter count'
positive,'\'s USER 3rd year anniversary today hurrah'
positive,'i feel slightly connected world put facebook twitter blackberry not helps'
positive,'day work rugby filled weekend hurry saturday esherrugby refereeing excited'
positive,'USER wow dumby haha jk ? ? sweet lotto'
positive,'USER yeahh time caught twitter bug i \'m hooked'
negative,'i feel bad boo asia bday event cancelled sunday i soo'
positive,'USER yes mind gap \'s i fell love ? ?'
negative,'max put tomorrow 3 absolutely heart breaking i puppy love maxy x pic twitter lyhvhl1f'
positive,'doubt google'
positive,'lol time eu team eu tournament'
positive,'microsoft details search improvements windows 8 start screen URL'
positive,'USER ios 5 upgrade feature feature required'
negative,'nokia workers chief executive a microsoft mole URL'
positive,'time iphone 4s sticking man not longer paying texts USER'
positive,'microsoft presents omnitouch URL very impressive futuristic technology'
positive,'tickets selling northern lights talk USER obs thurs 8 nov 6 30pm central library book URL'
positive,'breezin\' won pop instrumental performance 19th grammy awards'
negative,'i a feeling cassadee pope house blues today bad not remembering sunday atl'
negative,'apps work ios USER i'
positive,'USER boots mate handy today'
positive,'long drive kentucky tomorrow gonna big buck caught cam USER playing chevy 3'
negative,'deár icloud i hate u i hope die worst fucking invention world fuck youu icloud USER USER'
negative,'USER finance a damn phone greedy bastards santa jolly ass gear a 4s white plz'
negative,'sucks rt USER mike smh locked keys damn money room fml'
positive,'i trade president \'s day columbus day day super bowl july 5th'
positive,'jeremy lin picks 4th foul turn pistons hot folks'
negative,'USER airdrop fail declined request time'
negative,'3rd mariah song night noo bad xfactor'
positive,'top games year 1 mass effect 3 2 dishonored 3 rayman jungle run'
negative,'hour post ios5 iphone 100 73 battery charge USER store folks not solution SADSMILEY'
negative,'kobe 4th eli manning beware'
negative,'activists demand release jharkhand tribal leader delhi nov 1 ians condemning arrest woman trib URL'
positive,'impressive service USER genius bar metro centre power cable replaced free n booked screen replacement free d'
negative,'skype ruining friendship aggressive microsoft type selling i i \'ll'
negative,'buffalo bills \' kyle williams misses practice thursday a straight day buffalo bills URL bills nfl'
negative,'h m delivery shit i ordered paid extra day delivery saturday not'
negative,'USER watching cannavaro 2nd embarrassing'
negative,'alright daughter singing avril annoy i forced retaliate'
positive,'USER queen trend biebsmeetbieberwhirls \'s coming city tomorrow i wanna meet'
negative,'rt USER dear USER \'s beautiful ios features i lk making calls texts gt'
positive,'tomorrow opportunity love continues USER boys girls club 123 jefferson meet 10am w boots gloves'
negative,'valentine day cancelled \'s simple math 14 2 12 0'
negative,'twitter messed followers switching numbers fixit'
negative,'aboud el zomour guy killed sadat attending october 6 celebrations cairo stadium shame'
positive,'dear twitter i fucking missed today gt gt internet'
positive,'yep☺ strong man 81 october rt USER USER wrong dt \'s moral compass 82'
negative,'USER not credit USER i a credit card told i redeemed cards sound fair'
negative,'USER damn i not wanna computer tomorrow SADSMILEY harry feels control outtakes video broke'
negative,'i exchange a cord apple store i wait a genius USER'
negative,'starting doubt google android policy not released android sources 2 3 3 curious opensource project'
positive,'USER find mac located wiped stolen air smallvictory thievingbastards'
negative,'parker leonard steal okc \'s thunder minutes tipoff thursday night t center oklahoma ci URL'
negative,'olive garden \'s dinner today dinner tomorrow special person thinks hey terrible \'s microwaved'
negative,'mom not taylor swift i guess i \'ll moving tomorrow'
positive,'iphone users find nearest trash device \'s correct place android apple google iphone'
positive,'USER siri amazing i \'m love'
positive,'i not wait galaxy nexus icecreamsandwich supports google wallet URL USER'
negative,'USER gonna louisville kentucky tomorrow i not show i guess i \'ll sit listen music pretend'
negative,'hmm occurs i not received a residual check a year i i email sag tomorrow'
positive,'good luck brother mother USER fight tomorrow ufcengland fuel tv states warkingsbu asu'
positive,'ready party google android icecreamsandwich URL'
positive,'yeah i \'m i google a great job ics'
positive,'USER im soo glad not school monday imaa sleep day man not'
negative,'lady gaga fears classmates los angeles nov 1 ians singer lady gaga touch people h URL'
positive,'bestie gotta flight denzel washington friday good USER'
negative,'refuse admit \'s 3rd year bring groundhog day'
negative,'apparently USER put mb cap sms update 25mb storage tells inbox full 2001'
positive,'noel gallagher tomorrow not wait legend'
negative,'bale doesnt celebrate goal races cuddling dempsey 2nd illustrates perfectly bullshitting spotlight whores'
positive,'google icecream sandwich'
positive,'kpop psy korean win a grammy psy qualify upcoming grammy awards gangnam sty URL'
negative,'1st world good n evil real ppl n fake mf \'s i feel jlin not not durable yao ming'
negative,'microsoft put compatibility instantfollowback'
negative,'brits not style debates debate wednesday uk parties not work pmq'
negative,'rt USER fact microsoft a qrcode colour code shows format failing opinions …'
negative,'sucking tonight i harry \'s tomorrow SADSMILEY USER'
negative,'qb printers not start wr avery starts scores 1st poss 27 31 USER wichita wild'
positive,'steven a smith biggest ass hat espn not easy'
positive,'\'ill bring birthday card friday \' kane \'aw \'s thought counts i \'d prefer a tv\' twat'
negative,'warning iphone apps spontaneously loose data not app \'s fault URL ios5downgrade USER USER'
positive,'big game USER tomorrow knicks msg personally knicks win game msg crowd sandy disaster'
positive,'google nexus press conference URL slick'
negative,'USER not guys test upgrades put 15 1 2 hrs u guys wasted time yesterday'
positive,'lmao i USER magical i dying haha siri suggested find whores hide a body lolol'
positive,'dc tomorrow stoked friends american georgetown text free fb'
positive,'USER changed life'
positive,'knicks heat msg tomorrow gonna tough knickstape gonewyork'
positive,'bulls season tips wednesday night sacramento kings excited not word'
positive,'wow android ics lots uh uh uh uh talk forsure not a microsoft mango launch people public speaking skills'
positive,'“USER check microsoft faculty fellows URL poised change world ” USER'
negative,'not surprised waiting november 16th find potus ohioprovisionalballot URL'
negative,'amanda thinks \'s not oscars a valid excuse not washing hair thursday'
negative,'USER damn saturday tho niggas trynna shit early'
positive,'shit yeah \'s thursday russell howards good news celebrity juice'
negative,'george zimmerman not win trial plead guilty'
positive,'not social media twitter twitterless'
negative,'fyi wednesday suck caltrain plan work parade'
negative,'i feel poor planning involved ash wednesday national margarita day collide'
negative,'ryan \'s amsterdam tomorrow SADSMILEY wahh fuck'
negative,'USER watched klitschko fight sat USER ruined talking ring entrances talking shit'
positive,'mom works mother girl won homecoming queen phs friday company sweetest email'
negative,'not school yolo essay not gonna ready tomorrow'
positive,'excited bump ram raspberry pi a nice surprise a monday HAPPYSMILEY'
negative,'athen \'s review google docs accessibility shows a lot work URL a11y ht USER'
positive,'nebraska a nation leading players senior bowl watch list released saturday URL'
positive,'android google ice cream sandwich feature closer roboto type face a pleasure read URL dhilipsiva'
positive,'microsoft cloud microsoft offers students free access technologies improve employability dubbe URL tcn'
negative,'microsoft sbs 2011 disabling party software updates gpo'
positive,'rt USER thx USER thx USER hypo d 76 tri x URL'
positive,'ugly beautiful'
positive,'galaxy nexus app improvements inbuilt panoramic pictures nexus samsung google android bit ly nejbye'
negative,'vitali klitschko stopped manuel charr fourth retain wbc world heavyweight title saturday night eotpro'
positive,'USER simply'
positive,'apples oranges twitter engaging fb content stalkerismo'
negative,'niggas fighting gas station sat night tho'
positive,'i love messages emails display ice cream sandwich event peanuts peas nuts discuss samsung google'
positive,'recap i bad 25 tuesday spike lee documentary michael jackson amazing showing 6 days'
positive,'not wait west chester ohio rally mitt tomorrow night great gov romneyryan2012 USER USER'
positive,'rt USER i twitter'
negative,'USER USER \'s a small bug USER fixing apple 0 itjustworks'
positive,'god bless USER USER appletv bad ass system loving princessofchina gb USER USER HAPPYSMILEY'
negative,'not depress rl folk daily mail reporting 82k sellout eng fiji twickers sat week broader vision deeper pockets'
positive,'rt USER dostupan sdk wow r e s p e c t google icecreamsandwich'
positive,'takbir dr mohamed morsi announced egypt \'s 1st elected president glorious 25th jan revolution congratulations egypt'
positive,'\'re not canceling york city marathon runners disaster relief personnel'
negative,'USER not itunes updating i wanna update iphone ios5 itunes update fails'
negative,'advice i spin wku loss mtsu beat bowling green microwavers'
negative,'ss good music \'s a very sad mitch lucker died rest peace ripmitchlucker'
positive,'harry styles rocking lyle scott 10 honest life USER scott pic twitter w8j9stx1'
negative,'gov mitch daniels rallying republicans a rare appearance violated h URL'
positive,'camera app panorama capabilities google android ics'
negative,'“USER dear USER gotta change lt input type number gt handled blue ”'
positive,'throwback thursday daddy joe pa rip eyes winningest coach college footbal URL'
negative,'strange sunday graham richardson defending gillard stating pm not plot rudd i auspol'
positive,'3 biggest obsessions twitter dancemoms desperatehousewives lt 3'
positive,'USER september 5th finder reaches italian tv worst title translation finally HAPPYSMILEY finder risolutore sky'
negative,'USER USER fai possibly biggest bunch idiots'
positive,'USER elif usa midwest school happy turkish republic day i not wait nov 8 newglee yes'
negative,'apparently fuzzball crashes ios5 congratulations USER incompatible upgrade'
positive,'windowsphone wp7 microsoft USER URL icecreamsandwichfail innovation imitation sad sad'
positive,'love bale scorer 2nd time a week loveit'
positive,'USER today chinese july 7th valentine \'s day i hope find wishes happy happy valentine \'s day'
positive,'USER cupid not lie not give a wwooww pinaghuhugutan'
positive,'night life joe pa USER die hahaha'
negative,'joe flacco’s total qbr a metric accounts a qb 0 3 0 100 scale lowest rating qb 2008'
positive,'USER mommy USER i \'d totally email company i great service USER store'
negative,'USER not candy monday i stupidity a sick person meow'
negative,'work negros not face monday night'
negative,'life easier USER USER fruits'
positive,'anonymous wikileaks \'re interested not govts bringing info hide public URL'
negative,'not USER icloud sync stickies \'ve progressed w apple USER'
positive,'wow google nexus beautiful totally gonna boost google \'s market share smart phone market'
positive,'icloud set flawless works a champ cloud USER'
positive,'samsung galaxy nexus orbital laser apple iphone 4s wooden stick google'
positive,'good night boys party bus town tomorrow n osu saturday cantwait'
negative,'i wathcing manifestation related republic day i 21st century'
positive,'close eyes sun \'ll alright not hurt morning light i safe sound'
negative,'not wearing dublin tomorrow i \'m ready party'
positive,'awesome microsoft holodeck bit ly qpgxle'
negative,'niggas lakers dick gon finish damn seed yo team struggling 8th spot'
negative,'desperation day february 13th day mens life'
positive,'hey \'s excited cosplay not night tomorrow \'s center social justice URL'
positive,'twitter app a fresh ass theme fwm'
positive,'USER haha \'s calmest gig i \'ve l amazing xx'
negative,'USER iphone os duplicating ical events \'s 2 i fix turning icloud'
positive,'pumped niners giants game sunday i guess kyle williams URL'
positive,'USER USER USER jonathan ross show tonight terrif sat night USER toofunny'
negative,'USER USER USER proper consolidation proper syncing stop losing purchased items checkboxes'
positive,'singapore \'s booth fort canning tomorrow celebrate int \'l day peace kids URL'
positive,'i add profile google webgl globe project add URL USER'
negative,'wacky wednesday promo a bit ground hog day i wacky wednesday promo a bit URL'
positive,'sun president \'s day today a good day perfect finish cricket season'
positive,'rt USER thingsweallove gt gt google'
positive,'boys hot streakin big win tonight \'s er tomorrow keepitrollin'
negative,'90 minutes 100 iphone 4 post ios5 upgrade lost 40 charge USER store folks ideas'
positive,'i love google'
negative,'USER man sux USER io5 upgrade a total fail'
positive,'theo evra saturday wenger happen'
negative,'apple eclipsed microsoft URL'
negative,'USER radio mt USER \'s week waterloo road a boring thursday'
positive,'day305 i \'m thankful great customer service received today USER phone cs phone 365daysofgratefulness'
positive,'rehearsing nov 6 USER called jim leyland congratulate york giants victorious baseball match sfgchamps p2'
negative,'sitting workshop day talking microsoft talk tomorrow waiting parts'
negative,'USER idk wth syncing phone album art order wtf USER'
positive,'USER ali \'s game'
negative,'i doctor ambien election night i \'d sleep hope i wake footage mitt crying loss'
negative,'i rt \'s tomorrow twitter lil blue ass bird fat ass capacity whale'
positive,'gotta love twitter shit world lightning speed'
positive,'digging ui quick response google android great politely declining calls lol'
negative,'ios5 completely failed upgrading phone i \'m stuck restore loop USER wasting day i undo'
negative,'spoke USER rep phone hear tv blaring bg i not u direct u web'
negative,'robbie keane speaking country not good friday rtesoccer'
positive,'i \'m gonna snatch leftover halloween candy cvs tomorrow letmeloveyou'
positive,'i love twitter twitterswag'
negative,'USER \'s happen release iphone 4s crappy design phone'
negative,'USER surprises USER throws error alert authorizing \'s not authorize computer button'
negative,'worse saturday morning tv omelette challenge pointless annoying tv james martin bored'
negative,'i lexington shoto \'s'
positive,'watch interest rt USER microsoft codename data explorer ctp coming URL USER'
negative,'art USER nyc host marathon sunday soo desperately respect'
negative,'bored host super sunday talk rave man utd biasprick'
negative,'iphone run slower ios 5 update USER USER'
negative,'u text o wait u i not cuz USER fucks time fuckingpissed'
positive,'USER god not brfeathe wdswkiademj i dotn calmdmm 0 \'d'
negative,'heat gunna kill knicks tomorrow'
negative,'rt USER sms full message USER issue ios5 update restore fail restore'
positive,'um excuse USER ad holding a baby lol'
negative,'rt USER yellowgate iphone 4s users complain yellow tint screen URL USER USER'
negative,'dear microsoft i hit windows update button manually running updates not 4 5 times sysadmin'
positive,'i absolutely love iphone 4s steve USER'
positive,'USER i i a juge kiss hug tomorrow night joe \'s HAPPYSMILEY'
positive,'ballmer thinks a computer scientist android URL tech microsoft i agree extent'
negative,'twitter a fad addicted i not rly care'
positive,'today i introduced bigdealdawson lgfw o twitter social media i love teehee xx'
negative,'ios 5 deleted tiger woods game impossible retrieve USER'
negative,'im mad catholics im a baptist church tomorrow converting boilingmad'
negative,'microsoft violated u s antitrust laws —leaving netscape business novell wounded—it played dumb URL'
negative,'microsoft not managed access metro apps older netbooks win8 resolution'
negative,'i not cellular zulu imbongis rate folks thrown profanity'
positive,'dammit listening siri making upgrade played USER'
negative,'tonight not not i \'m not olive garden tomorrow USER nastyassmeal'
negative,'USER tune USER tomorrow a special USER pushandshove news segment 7am 9am hours noo'
negative,'twitter dead fuck a sudden'
negative,'i hate twitter'
negative,'ff USER follow james martin noel edmonds ball gags'
positive,'google \'s wife searches completes sentences'
positive,'tomorrow consist watching ferrell films fave people chinese food sweet'
negative,'valor video shoot tomorrow night hope \'s stupid creative'
negative,'iphone4s run a warm USER'
positive,'microsoft details search improvements windows 8 start screen URL'
negative,'USER alsoo prayer tomorrow'
negative,'glad i paid 69 USER care protection plan hold 20 minutes great customer service not'
negative,'watching favourite USER scenes 4th time jennifer hudson awol \'excuse hell \''
negative,'USER USER i figured haha not competition ru a great qb teel records'
negative,'rt USER making USER happy yvette lemon lavender cupcakes USER URL'
negative,'powerpoint nightmares fix URL powerpoint microsoft presentations'
negative,'count day tomorrow shouldnt winans crazy'
negative,'scariest man alive kendrick perkins close 2nd USER ray lewis human not born indoor voice'
positive,'friends turkey stand strong 89th republic day cumhuriyet bayraminiz kutlu olsun'
positive,'google nexus page live URL nexus google android icecreamsandwich'
positive,'USER stick college hoops pandering 2nd rate acc teams dook \'s opening game corner baybee'
positive,'nexus prime nice google android'
positive,'USER i hope loved maryland i not wednesday HAPPYSMILEY'
negative,'not learned historic preservation means economic development topeka'
positive,'games played week interesting super sunday'
positive,'i gotta google \'s pretty catchy advertisements android chrome google android'
negative,'play born tomorrow ss i throw mouldy donuts flat bellamy shitey roulette wheel'
positive,'microsoft stores offer free windows phone 7 devices microsoft microsoftstores URL neowin'
negative,'USER i \'m waiting deliver phone USER'
positive,'carrow tonight time bale scored 2 3rd not extra time'
positive,'cool \'s a criminal minds season 3 marathon tomorrow \'s a castle season 3 URL'
negative,'USER akin murdoch scum rape jokes not brah a cont URL'
negative,'mommy i maxwell monday lmfaoo fuck i not'
positive,'USER i android phone time i school HAPPYSMILEY'
positive,'USER ramos google HAPPYSMILEY'
positive,'USER \'re high \'re sitting room i \'ll give a 99 a 32 i \'m high crack hahahaha'
positive,'URL forget phone nice ui liking scroll feature android google nexus'
negative,'USER software update iphone waay long annoyed'
negative,'happy valentines day i thought stupid valentine 14th feb'
negative,'afc fans saturday stuff \'she not \' chant \'s bollocks ball turn'
negative,'USER teamed USER USER sync system focus car sweet sync epicfail'
negative,'i wait sunday carmelo anthony knicks debut'
positive,'iphone user i samsung nexus galaxy great ice cream sandwich fantastic URL google'
positive,'i office 2010 i fall love honest genius microsoft'
negative,'i a 30 mile bike ride giants weds caltrain suck cardinals'
negative,'nofucksgivinfebruary not give a shit pose a problem valentines'
negative,'kinda sucks missed classes graduation not'
positive,'blessed heart bends broken lucas scott good pre bedtime oth a busy day not wait tomorrow zz'
positive,'good support fm kevin USER bellevue store 4 biz customers ty'
negative,'continents challenge filmed 21 fail 2nd grade'
negative,'URL microsoft i hate microsoft'
negative,'ian game \'s a waste money rosedale demolish 1st quater fact'
positive,'wow rt \'s 4 years verm \'s arrival \'s captain 100th start afc sat time flies'
positive,'halloweenfacts halloween recognized 3rd biggest party day year \'s super bowl sunday'
positive,'USER USER jennifer hudson 26th street great super skinny'
positive,'i muslim christmas a hoot'
negative,'harden ready play wanna give metta world peace death penalty high horse'
positive,'tomorrow easy day show bib cards eng 25 mins i \'m test math'
negative,'dear spurs coc not champions league not top 4 exist'
positive,'a good day HAPPYSMILEY not wait tomorrow kids dressed zachary'
negative,'time i trick treating niggas told i big'
