@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'news: sydney  oct 12 (ani): pacer james anderson attacked an arrogant michael clarke with a batsman\'s pad in the dressing room afte...'
positive,'just watched the campaign with will ferrell and zack galafianakis... good fun for a wednesday. #hilarious'
negative,'how is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the valley can\'t?'
positive,'well @apple fixed my #ios5 battery drain problem with a replacement iphone 4 -- it\'s working like a champ now'
negative,'too bad #google didn\'t have a tribute graphic for #dennisritchie.'
positive,'rt @roycind: finally ! power + volume = screenshot. no more rooting required! #google #ics #galaxynexus'
positive,'what creative projects are you working on during #sandy ?? @mikesorgatz and i did pastel art last night.'
positive,'i can\'t wait to here this negros explanation about monday night!!! smh un huh trust issues'
negative,'you know @apple it\'s been almost a week since i paid for itunes match  i would really like to use it. any eta on a fix?'
negative,'#new #shit 10 things to know for friday: the u.s. postal service  on the brink of default on a second... http://bit.ly/shghdu  #new #swag'
negative,'wish i was going to the rodeo tomorrow night with everyone :( stupid surgery'
positive,'hey guys tomorrow is now national ground hog day  i hope to see you all post about it!! hahahaha'
positive,'thx @instagram thx @apple #hypo #d-76 #tri-x http://t.co/d7eejhbt'
positive,'@frankiegavin1 out with the old  in with the new  shown good discipline in the 1st 4 rounds tonight frankie  kept a cool head! #andthenew'
positive,'tomorrow is halloween ........... trending? thankyou for the obvious lmfao'
negative,'shit\'s going down this sat. at neighborhood theatre #drop!thard'
negative,'@anas_monaffal lol   i do both .. and for sure #microsoft #dotnet is perfect  simple o ay 7aja ;) .. but sorry i hate windows phones :p'
negative,'i haven\'t worn makeup since ash wed. ;o <3 i don\'t like it anymore .'
positive,'congrats to dj\'s 3rd grade team going to the superbowl! i\'ll be there cheering.'
positive,'rt @mn2nova: love ios5 easter eggs. pull down from middle top to bottom and see what pulls down. awesome little feature! #ios5 @apple'
positive,'microsoft stores offer up free windows phone 7 devices #microsoft #microsoftstores http://t.co/f4hwan6q'
positive,'siri  which #android device should i replace my #iphone with? #apple vs. #google'
negative,'ugh why everyone going to athens saturday night. go friday!'
positive,'is it just me or is #ios5 faster for the ipad? @apple'
positive,'infinite spiral bookcase for #google books looks amazing  interested to see where it is headed: http://t.co/rxwd6sn8'
negative,'“@picesbaby123: @quanway_twitty huh?! lmao” lol that\'s your mother  correct?'
positive,'big day tomorrow. it\'s donut friday  @jarsuperstar is buying. first day of practice and mitt\'s rally.'
negative,'wait if the power is out tomorrow then i\'m going to miss a new how i met your mother  nooooooooo'
positive,'yay~ payday today  and i\'ll be in austin tomorrow nite to see leonard cohen!!! i gotsa four~day weekend on my hands!! happy fukn halloween!!'
negative,'@phxguy88 @apple @bgr that\'s why all the ppl who stand in line for hrs to get the newest model are suckers...'
negative,'ics #android is going to kill both mango #wmp #microsoft and #rimm.  it already killed webos and nokia os...'
positive,'@grandeadoring hi babe  me and my friend were wondering. how do u say \'hermes\'? lol sorry for this stupid qs!'
positive,'proper buzzing to watch the vow with @_courtssx tomorrow;)'
positive,'rt @herahussain: @rickysinghpt got a new backside for my eye phone! v impressed with @apple'
positive,'windows phone 7.5 mango update process ahead of schedule. http://t.co/p1hwo73x  #microsoft #windowsphone #mango'
negative,'#twitter\'smalfunctioningagain'
negative,'why dff is #twitter still laggin on showin who retweets ur shitt'
negative,'@apple i committed to your cloud storage idisk and now it\'s raining :-( so soon no more idisk.  any plans for a new service for storage?'
positive,'using my awsome ipad... i love it. i love my macbook too and my ipod. it\'s all amazing! i love @apple'
negative,'oh and rafa said before the injury he was having the best year he ever had was 1st in the race... :( #m6'
negative,'hey guys at @apple  wtf is happening to #iphone4  with #ios5 suddenly fade to black and begin to vibrate continuously  i had to reboot it'
positive,'i\'m over people bitching about the #iphone4s... i think it\'s the smartest phone i\'ve ever had and i\'m very happy.   :)  way to go @apple!'
positive,'laying down on my bed and i\'m on my favorite app. #twitternation #twitter &gt; #facebook'
positive,'rt@jeffbullas twitters impressive numbers  http://t.co/vjrssfyn #twitter #smm #socialmedia'
negative,'#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-'
positive,'fyi - the ridiculously adorable ladybug larry bird gives his 1st piece of candy to is our producer/ director chris koch\'s gorgeous daughter!'
negative,'@apple needs to hurry up and release #itunesmatch'
positive,'i just add my profile on the #google+ webgl globe project. add yours ! http://t.co/lpuc3xot vía @addthis'
negative,'@skeetskeeeeet & i take turns being absent.'
negative,'watched the 1st season of scandal and all i can say is olivia pope is a bad girl!!!!!! got season 2 on dvr........'
negative,'@apple  your update server has been timing out for a week. i had to force a restore w/the new #ios5 software. lost all my stuff. thanks!'
negative,'i so wish that #steveballmer from #microsoft would have to swallow his words about #yahoo: http://t.co/xsjgifop'
positive,'hey parents! did you know about the free tools from #microsoft that help keep your kids safe online? live family safety http://t.co/muuwbgpn'
negative,'i go on channel 7 to see what the weather is gonna be like tomorrow and taylor swift singing.. #eewww #getoffmytv'
positive,'hello man in pointy  multicoloured  snake skin cowboy boots  a suit and axl rose\'s hair  you\'ve made my friday heart even happier.'
negative,'+1 rt @shlft: dear #google & #samsung... learn some presentation 101 first. please.'
negative,'dear @apple congratulations  i am suing my insurance company and you just managed to make it to the top of my shit list. #ineedthosepictures'
negative,'@prjusto don\'t question the @apple they will remember your dissent!'
negative,'obma fails 2unite us  he divides us by sex  color party age  wealth nevada\'s 1st latino governor votes early for romney  predicts gop win'
negative,'i will sleep in zachary\'s truck until wednesday  but i\'ll be damned if my cellphone dies because the power is out.'
negative,'@zacksiezmagraff a few people are reporting #twitter retweets not working. probably a technical problem.'
negative,'the #google guys are illustrating the perils of a live demonstration admirably. #galaxynexus #ics #android'
negative,'brrrr that was a shock this am! +2c windy so feels chilly but some sun :) we are colder than siberia so the tabs... http://fb.me/1zqr9qch1 '
positive,'rt @sawyerhartman: i fu*king love you @apple this phone is the best thing ever !! siri = best thing ever made'
positive,'cannot wait to play san fran on sunday. if we can beat them at home for the nfc championship we can beat them now.'
positive,'hey daryl! great connecting at anti #fracking colorado. excited to have you in next issue. deadline is nov 15th. @dhlovelife'
positive,'welcome skype to the #microsoft family. we can do amazing things together. http://t.co/ykchtu8h #welcomeskype'
positive,'i need a nice can because i want to play penny can on saturday. this is a real problem. cougar town just made me love this game. haha.'
positive,'#google+  great for small businesses? i think so. the platform has some really beneficial features. thoughts? http://t.co/fytcyeg2'
negative,'khan says chisora won\'t be the same after his ko vs haye - is he still dizzy from getting put on his ass on saturday? #idiot'
negative,'sooo.. what you\'re telling me is that no one is down to get drunk as shit for the cypress game tomorrow and talk shit to the cypress kids?'
positive,'@rickysinghpt got a new backside for my eye phone! v impressed with @apple'
positive,'i think i may have a heart attack for jason wu\'s new collection. so charlotte rampling in the night http://pinterest.com/pin/68891069271126578/ …'
positive,'thanks to @apple covent garden #geniusbar for replacing my macbook keyboard/cracked wristpad during my lunch break today  out of warranty.'
positive,'@eleanorjcalder hello  eleanor. will you please follow my account @beacaresosa for my birthday on the 14th? please  you won\'t regret it.'
positive,'excited to head to #florida tomorrow. participating in the #tyrf #strikeforce to make sure fl goes 4 #mittromney. #tcot #txcot #dallasgop'
positive,'rocking out to good girl by @carrieunderwood at the gym. how exactly does one rock out while on a treadmill  you may ask? well  it involves'
positive,'today is national kissing day coz it\'s no work day tomorrow!!!'
negative,'rt @mikeysteez: niggas act like baseball doesn\'t have the best all-star game'
positive,'this is how charity works these days. http://t.co/839klkfh #billgates #philanthropy #microsoft'
negative,'nobel peace laureate jose ramos-horta warned monday that syria risked becoming a new somalia as he voiced pessim ... http://tf.to/a7bf6 '
positive,'#factsaboutme when i was born. on that day   it was the 2nd day of chinese new year. immediately   i gotten lots of redpacket :d'
positive,'i\'ll stop loving jennette on the 31st feb. february has only 28 days so it doesn\'t count. <3'
positive,'we did an unexpected workshop for the #iphone4s at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16'
negative,'i noticed all the huddlestone haters were conspicuous by their absence yesterday  particularly when he assisted bale for the 1st goal #thfc'
positive,'i ♥ @apple http://t.co/a8on3iaa'
positive,'after watching the campaign again i have realized that step brothers is still the funniest will ferrell movie but this one is in 2nd place'
negative,'bad times when u missed waterloo road last thursday when in tenerife and dont realise it was the last episode :( #notfair'
positive,'rt @shagorikah: telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t. ...'
negative,'wow. lots of negative comments about #windows8 on the @buildwindows8 blog. i sure hope #microsoft is listening #keepthedesktop'
positive,'#android ics is looking pretty good. not quite sure if its worth the 4.0 numbering leap. #google'
positive,'when i\'m about to tweet something and i cant remember how to spell i go straight to #google'
positive,'@naylakigro katie... ha tomorrow is her last day'
negative,'@bullandfox as a point  flacco had a 0.3 qbr last sunday. even vet qb had a bad day.'
positive,'#microsoft #powerpivot gives users the power to create compelling self-service #bi solutions. #infinitywebinar'
positive,'@apple @jilive @danielpink: apple sells 4 million iphone 4s units in first weekend ... steve jobs brilliance lives on for ever! #iphone #rva'
negative,'thankfully he\'s in germany now. and comes home in january. still dangerous though.'
negative,'why does the knicks/heat game have to come on tomorrow night during bibleball? oh well i\'d rather play than watch any day!'
negative,'turns out my computer isn\'t as fixed as it is meant to be. fuck you @apple  i\'m going back to your genius bar to complain. #annoyed'
positive,'10 ps4 launch games wed love to see. these are our hopes & dreams sony  be gentle with them: opm: a new console ... http://bit.ly/yajmsc '
positive,'i will be participating in a google+ hangout with @theeconomist tomorrow! i\'m super excited! check it out: https://plus.google.com/u/0/events/cjead60p8q24qqtmu95cighgeag …'
positive,'obama is good for israel: tens of millions of americans will go to the polls on tuesday to vote for a president ... http://bit.ly/tfxqwh '
positive,'watching david letterman with no audience but playing like they are still there is the 2nd most brilliant thing i\'ve seen tonight.'
negative,'is #nokia chief executive a #microsoft mole? http://t.co/jkotcrmb stephen elop accused of destroying nokia so microsoft can buy it cheap.'
negative,'machine gun kelly concert on the 30th!! me & @lstreetz bout 2 shut this bitch down!'
negative,'@apple - why do i have to have apps i am updating in their original \'folder\' location? that was painful.'
positive,'@apple downloads of ios 5 are proving popular with users  -- http://t.co/nshlfiux'
positive,'#android 4.0!!  ice cream sandwich will now make all other smartphone operating systems look outdated.  #androidbeam wowww..  #google'
positive,'pray for mohamed morsi the new president of egypt that he may continue to be a leader for freedom and peace. http://lockerz.com/s/244401131 '
negative,'rt @nicolebanyots: #twitter uh  show me my retweets  or ill go back to facebook. k? k.'
negative,'why google+ has uphill battle vs. facebook: sean parker http://t.co/l8rsx1yf #google'
negative,'@melmurmel @pbandjenelley_1 @vl_delp_ham_ jenelle lies 1st she said she was alone &the hosp.now she\'s saying how weird it was for keiffer\'s'
positive,'northern lights sale tomorrow following the wexham cup bull sale; sale of elite female holstein & jerseys! a real treat of a sale! no trick!'
positive,'7:15pm tomorrow night i have a date with denzel! #flight i can\'t wait!'
negative,'seriously - i have absolutely no offing clue what @apple means by authorization  nor how to do it.'
negative,'@twitter can you look at problem on ipad where it won\'t open @ messages. it just crashes the app. you too @apple maybe your fault.'
positive,'@harryjohnson_10 rumour has it  that\'s true! what we doing this weekend?'
negative,'bummer!  my @yahoo! ipad fantasy football app keeps crashing; not sure if it\'s the app or the new @apple ios 5. only two apps running.'
negative,'@tomcolontonio @apple #epicfail'
positive,'4 millions in a weekend  16 #iphone4s per second. this is madness?! no  this is @apple !!!'
positive,'omg i\'ve got a fucking chocolate victoria sponge in the fridge *oh mama  oh daddy  let\'s all play kabaddi*'
positive,'happy 20th mr. president! nick j forever off the chain.'
negative,'#microsoft\'s #steveballmer attacks #android phones ..... well #windows7mobile is gay  you metro! http://t.co/sqne1ilb via @telegraph'
positive,'love ios5 easter eggs. pull down from middle top to bottom and see what pulls down. awesome little feature! #ios5 @apple'
positive,'你好 ! currently learning mandarin for my upcoming trip to hong kong. i gotta hand it to @apple iphones & their uber useful flashcard apps'
negative,'@nickiminaj you do realise that in like 50 years  us barbz will be sat in a nursing home still wanting the rim video :(((('
negative,'capello bemoans language barrier in russia: russia coach fabio capello spoke monday of his frustration at the la... http://bit.ly/tll9df '
negative,'just noticed that the music for bittersweet symphony is credited to mick jagger and keith richards. find out why and you may dislike them.'
negative,'kinda just want to stay home and cry all day tomorrow...'
negative,'i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @apple'
positive,'awesome service from the @apple store in pc. thanks chris!'
positive,'watching the grey with liam neeson. one of my twitter friends recommend. and it\'s really good. thanks for tuesday night\'s entertainment.'
negative,'men tomorrow you will have one of your hardest patrols...cif turn in lets hope i have everything'
negative,'does everyone not realize the voice is rigged. ie cassadee pope sang in the signed band hey monday. or dia was half of meg & dia.'
positive,'february 13th  the day before and best buddy to valentines day  desperation day'
negative,'the fact that #microsoft are using a #qrcode alongside one of their colour code shows the format is failing  opinions? http://t.co/blhhgopo'
positive,'@dailydealchat @apple thanks!!'
positive,'capello says time for russia to win big match: russia manager fabio capello on thursday said that he intended to... http://bit.ly/q1z5mc '
negative,'january jones in jason wu: usually i adore january\'s red carpet looks but this isn\'t for me. nude with black mesh =meh pic.twitter.com/mv5nl3h3'
positive,'shout out to my boy @jshapmma who fights tomorrow night on the las vegas #rfa card. he\'s put in the work so i don\'t need to wish him luck.'
negative,'raiders defense is coming together the pressure is on the offense need another running back asap!'
negative,'dear #google & #samsung... learn some presentation 101 first. please.'
negative,'they better take joe pa to the pet semetary... they may never win agdin'
positive,'@alexisnews you should attend @wftda champs this fri/sat/sun: top 12 roller derby teams in the world  we play indianapolis 8pm friday!!!'
positive,'nikon contest outlaws film images for first time (update monday) - http://www.photolice.com/nikon-contest-outlaws-film-images-for-first-time-update-monday/ … - the rules for the nikon photo contest ...'
positive,'lucky shops are coming to nyc!: the sale of the season hosted by lucky magazine with grammy winner jennifer hudson  starts november 1...'
positive,'watchin step up <3 the 1st one is the best with channing tatum as the main guy >>>'
negative,'how #apple eclipsed #microsoft http://t.co/kxboqskj'
negative,'yet more proof the psni are a pack of republican lapdogs! disgraceful harassment of @williefrazer http://www.youtube.com/watch?v=fxqyqx4s1fq&feature=youtu.be '
negative,'the world bank cut its economic growth forecasts for the east asia and pacific region on monday and said there was a risk the slowdow...'
negative,'so rings define talent nowadays ?!-___- rt @jakemcwavynyc: @donmanolo_ @mr3spinal none of those guys you named got 3 rings and a finals mvp'
negative,'@sherbetgal yeah xmas eve 2011 rabbit. your girl is a rabbit or dragon? :) me and hubby are lao lang liao  so need to jia you for 2014  lol.'
negative,'metropcs first to market with 4g rich communication services: metropcs may not be the largest wireless carrier -... http://bit.ly/ysshpv '
positive,'#ios5 is nice and as it had to be ! thanks @apple'
positive,'remember cupid at convo last year with the bomb candy bar?? if you liked that  you\'ll love next tuesday\'s tr http://instagr.am/p/rn22sigreh/ '
negative,'both the nexus 4 and nexus 10 feel much better than i expected (and this is coming from someone tired of 10 android tabs)'
negative,'knicks vs. pacers in the 2nd round of association mode. upset the #1 bulls'
negative,'indian air force may not go with israel a second time http://www.defensenews.com/article/20121101/defreg03/311010007/indian-air-force-avoids-israel-goes-global-aerostats?odyssey=nav\%7chead'
negative,'semi-finals tomorrow are going to be gay...'
negative,'@kushkitty420 you  #facebook #twitter and the #tv are all #distractions whenever i wanna study ;('
negative,'is the game this friday against pottstown'
positive,'thinking thursday: your affectionate worship will lead you into effective warfare! ~narda goodson  2012 narda\'s nuggets'
positive,'glittery nails here i come! three of the polishes from the wonderland collection @modelsown http://instagr.am/p/q69zyvoutr/ '
negative,'i will not be able to handle harry\'s voice in kiss you..and i may not survive after hearing all the songs on take me home in their entirety.'
negative,'removing all @apple shit.'
positive,'nytimes: coach wants to see you. and bring your ipad. http://t.co/j2ftieng #ipad @apple set red 42 red 42 hut hut @nfl wish i had an #ipad'
positive,'tomorrow is going to be a fun-filled day of emailing people on how and what to do so i can come back to murray in the spring. #stressful'
positive,'the grey huhuhuhu #fuckingawesome #btwftr 670 i\'m going to sleep i need it tomorrow i\'ve to work'
negative,'i have to go to chapel hill tomorrow and the #usps still hasn\'t contacted me or found my damn speech processors!!!! i hate the #usps'
positive,'good luck to infinity\'s iain veitch who competes in the taiwan #ironman70.3 on saturday'
negative,'i just need to chill. can\'t wait to unleash some aggression at black dahlia murder tomorrow. #gonnaendalife'
negative,'on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.'
negative,'@whiteboytatted @paperchaseent_ y\'all tryna fuck with chapel hill tomorrow night???'
positive,'happy valentine\'s day!!! @maziing: everyday is the 14th!'
positive,'hai @avrillavigne please hear me :d we want avril\'s new single maybe just teaser 1st it\'ll oke for me !'
negative,'the fact that hunter hayes and carrie underwood are gonna be here saturday and i\'m not going??? #what #notokay'
positive,'i will consider arsenal to have the potential to win premier league this season if only they beat manchester united tomorrow.'
positive,'just #watched dream high 2 episode 1  i\'ll watch it tomorrow for next episode :d ..'
positive,'@scubaselia fancy going to the leonard cohen concert with me n my madre november 9? it should be heavenly'
positive,'okay  okay...saturday ot just became worth it...someone came with porto\'s cheese rolls! yum!'
negative,'not here in the east:( though...moon  jupiter  capella light up evening sky on november 1 | tonight | earthsky http://earthsky.org/tonight/moon-jupiter-capella-light-evening-sky-on-november-1 …'
positive,'congrats to @mizzousoccer as mizzou beats kentucky 2-1! tigers advance to face top-seed florida in the semis on friday at 6:30 pm! #mizsec'
negative,'@apple the reservation system not working  shows no products avail let alone iphone 4s i had the site open in 3 browsers at 9 pm and nothing'
negative,'i\'m gonna hit the victor cruz if my classes get cancelled tomorrow'
negative,'#microsoft has frozen some #xbox live (xbl) accounts after online gamers report they have been hacked. http://t.co/mdqhb6x3'
negative,'gotta say the @apple itouch iphone shuffle etc.. sound quality is awful.. painfully crap. its been a downgrade from @sony sound quality wise'
positive,'hi  memi! thanks for agreeing to lead at sag! would you be available for a sun.  any sun  in dec rather than nov 4th? i just learned ...'
negative,'@apple what\'s the point of icloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever'
negative,'reader \'tronman\' compares #steveballmer to an albatross around #microsoft\'s neck.  do you agree?  join the discussion! http://t.co/mn39r2vc'
negative,'and i never had a good time while sat by your bedside with papers and poetry about estella.'
negative,'not convinced by the haye v chisora fight @ upton park on saturday.....personally i\'d rather have seen carlton cole v emile heskey'
positive,'@louisvillejoke: december 29th will show all the louisville fans that kentucky is the best'
positive,'@happinessjean jean  tomorrow is free kissing day! :) nothing. just wanna tell you that'
positive,'bears announced that they cut former first-round pick chris williams. also signed cb zack bowman.'
positive,'the samsung galaxy nexus and ice cream sandwich are sick! #android #icecreamsandwich #google'
negative,'@vinto316 @happymonkeyshoe id lost interest in bioshock infinite with delays etc. i think i may be drawn back in a bit: http://youtu.be/5gbvzj6rov0?hd=1 …'
negative,'first thing on #google\'s to do list: hire a performance coach.'
negative,'i feel all alone on #twitter. #itstolate'
positive,'microsoft explains new improvements in windows 8 start screen search: http://t.co/pq67grra #buildingwindows8 @buildwindows8 #tech #microsoft'
negative,'i can talk about malcolm x all day... like when i got kicked outta school in 8th and 9th grade for being too radical about black panthers'
negative,'a 19th journo murdered in somalia / tokyo 2020 unveils stadium design rivals/ why madrid says it needs 2020 olympics / http://tinyurl.com/5sbv33m '
positive,'@delena_team heey :) i\'m super pumped for #delena\'s ep 2nite!! so your from poland? i\'m from the us. how old are you? i\'ll be 21 in jan!'
positive,'gonna ride the love train tomorrow..dig it ...soul train...ojays. .bad ass...do it... https://www.youtube.com/watch?v=yanmqg2nyt4&feature=youtube_gdata_player …'
positive,'rt @triplingo: we\'re one of a few featured education apps on the @apple **website** today  sweet! http://t.co/0ywvbe1z'
negative,'#microsoft lync crash issue on #mac os x 10.7.2 [fixed] - http://t.co/gjiu2zz1'
negative,'screened by reprisk – #microsoft will undergo trial for its alleged anti-competitive practices @microsoft'
negative,'cba with work tomorrow! #boring #blag'
negative,'as previously said the #oilers will indeed announce the gagner signing within 48 hrs as per a very connected edmonton source. #msm clueless'
positive,'i still have a lot of candy left anyone want tomorrow :\')'
positive,'rt @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when i showed him the hairline  crack on the screen. thanks @apple'
positive,'dad: what are you going to do in athens tomorrow? me: nothing. dad: oh. ok. have fun. i like my father.'
positive,'@mayhemmiller nick diaz is da best! smoke weed every day and drop out of school in 6th grade! fuck yeah!'
negative,'total chaos at @apple store regent street. like an ethiopian feeding station. can\'t believe this is same co. that makes all that cool shit.'
positive,'the fact that we are going to be sophia grace and rosie at the studio on tuesday makes me soo happy! @cristinarotondo #accents #cuties'
negative,'people getting off caltrain at 4th and king for the #sfgiants parade are already pretty wasted... at least they didn\'t drive in i guess.'
negative,'android ice-cream sandwich\'s face unlock fails to perform recognition when demo\'ed on stage :d #google #nexus http://t.co/csaefrhc'
positive,'just found out that the boys will be on ellen on november 9th... ahhh so happy :\')'
negative,'ice cream sandwich  really #google?'
positive,'what i think about #androidicecreamsandwich ? thats the most delicious piece of sandwich ever. get me it real fast #google !'
negative,'@apple siri is down!'
negative,'fancy this @martyn2311 http://www.theemporiumuk.co.uk/psc8.php '
positive,'who\'s watching #rhom ?? it\'s on now :)'
negative,'yesterday the #nhl cancelled games up to november 1st. the winter classic and all-star game could be in jeopardy soon.'
negative,'#trayvon my daily tweet(s) 10/17 and 10/18 in memory of trayvon martin - killed 236 days ago.~may you rest in peace~ (love to the family)'
negative,'well the beard has come off for the first time in 4 years..! #movember pic.twitter.com/mzpuanzz'
negative,'acta gets the ax. wrote about him and other managers on the hot seat on tuesday http://bit.ly/qswohp '
positive,'#siri now knows who my dad  mom  brother and girlfriend is.  thanks @apple'
positive,'who else is excited to see the boys on startalk tomorrow???'
negative,'the first thing i do when i get home is either get on #facebook or #twitter. what is wrong with me?'
positive,'when people complain about their relationships.< some of us don\'t even have someone else so shut up.'
negative,'i\'m not even gonna bother watching eurosong tonight. saw enough of it on tuesday.'
negative,'@bpshow bill  murdoch may have apologize for saying what he said but he hasn\'t changed his view on the matter.'
negative,'if @apple doesn\'t fix ios5 this week  i\'m buying a droid #emptythreats'
negative,'wow. icloud\'s mail is down. 1st the ios 5 upgrade issues and now this. i really hope this isn\'t @apple without steve jobs.'
negative,'terrible play call on 2nd and 7. victor cruz on a slant? te? nicks sideline? how about any of those?'
negative,'i made a reservation and yet i still have to wait in line. humpt! oh @apple (@ apple store w/ 2 others) http://t.co/jzmvbdnm'
negative,'attn: runway class for tonight nov 1st is cancelled. sorry for the inconvenience. it will be rescheduled for next... http://fb.me/224h2wupq '
negative,'@bisquiat @apple the upgrade just slows down my phone so much  it\'s stuck half the time. uch. thankfully no other damage. sucks for you :('
negative,'project x on a monday night? fuck it'
positive,'ice cream sandwich\'s face unlock really works! http://t.co/2sjn2bzz #icecreamsandwich #google #galaxynexus'
negative,'the grey  texting  and looking forward to a useless day tomorrow :)'
positive,'tickets for the france  belgium  netherlands  germany  denmark  norway  and sweden tmh tour go on sale tomorrow! good luck! :) via @1dscoop'
negative,'3rd and goal at the 1 and rivers throws a int. terrible pass by rivers . bad decisions cost u games. geez half time sd 10-3'
negative,'fuck it... no one pays attention anyhow.. this! next tuesday on @thered_show  the original nirvana drummer chad channing! @themixxradio'
positive,'long princeton (and diggy) #imagine : happy valentine\'s day (yn)... february 14 it\'s been 9 m http://tl.gd/ir48bq  via @nounouche10'
positive,'pakistan clears visa accord  india welcomes it - new delhi/islamabad  nov 1 (ians) a day after pakistan\'s cabinet ap... http://ht.ly/2synzt '
positive,'introducing galaxy nexus. simple  beautiful  beyond smart http://t.co/qamj3mer #android #ics #google #samsung'
positive,'@50shadesofdreyy leggo watch breaking dawn on the 17th after the fair! :)'
positive,'tomorrow is the release of the 20th anniversary kniteforce boxset featuring many remixes including mine of super sunday! $92 at the store!'
positive,'just participated in another #microsoft #sqlserver certification test with #tsql typing instead of multiple choices. really cool.'
positive,'i think bowen and cofield will be better in 2nd yr  and hope jenkins will be as good as he look last preseason  but those are unhatched eggs'
positive,'should assassin’s creed iii be your first assassin’s creed game? i think so. http://go.ign.com/tvql7s  via @ign'
negative,'police fear ivan leach  also known as lee cyrus carried out a very serious sexual assault in tayside  scotland  since he absconded on oct 9'
positive,'we better trend happy 16th birthday nick j. that\'ll be so confusing for him when he gets on. xd'
negative,'rt @cbm: lies @apple. the battery on this new iphone4s is definitely not any better.'
positive,parker!!!!!
positive,'good morning my friends  wish you very nice friday with love  peace  art and mutual respect -:)'
positive,'anyone wanna come over for some fresh walleye? caught em today!'
negative,'ima go see lamb of god tomorrow in hollyweed. come get punched in the fuckin face in the pit'
positive,'higgins great experience for the young group and to meet with premier league teams a real highlight very young squad to play on sat'
positive,'thank god gmail app has been redesigned under android 4.0. conversations automatically expanded. #google #android #ics'
positive,'file under affirmations best left unpursued... rt “@twhiddleston: @robertemms the last minute and a half of plowing gets me every time!”'
negative,'@harthanson any rumors or glimmers of hope for us finder fans?'
positive,'android beam - sharing contacts  articles  files  and games  pretty cool #google #ics'
negative,'just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!'
negative,'because y\'all have been complaing about him allll the dam time.. not like me since i was in 3rd grade parker has been my main baby <3'
negative,'@apple domain fail. open 2 hrs late for walk in ppl. store was empty and i only need a skin 4 my screen. you represent customer service fail'
positive,'#microsoft dishing out free first-gen wp7 handsets at its stores http://t.co/cvfwmvmo'
positive,'my facebook messed up and i had to make a new one so... add me! haha at least #twitter is reliable'
positive,'@apple - you have invented a product that actually gets my brother to call my parents when he gets where he\'s going. amazing. #siri #ipod4s'
negative,'rt @ea_jorge: i\'m on day 80-something of my xbox live acct being hacked. this is worse than psn hack. will i ever get it back? #microsof ...'
positive,'i\'m so excited i\'m gonna meet buddy from cake boss at ruth eckerd hall with grammy on jan 12. can\'t wait !!!! pic.twitter.com/mi1trulp'
positive,'rivers to gates  for only the 3rd time this season. keep it up chiefs  fantasy teams need you'
negative,'monday morning caltrain ride from home to work is always to short. i know that i may be in the minority with that opinion. #fb'
negative,'apparently @apple genius training doesn\'t extend to clocks & service. they\'re half an hour late for my appointment and couldn\'t let me know?'
positive,'i wish the best of luck to the boro football players and hope they kick butt saturday for shaun #winitforshaun'
positive,'tonight\'s never mind the buzzcocks has the hilarious noel fielding again :) can\'t wait to download it tomorrow'
positive,'#iphone 4s in space http://t.co/jinnhvwz this is amazing #creative @apple your products inspire people to do unbelievable things'
positive,'birthday cake is gonna be the song leading us into 4th quarter  count it.'
positive,'it\'s mine and @jiklopdave\'s 3rd year anniversary today. hurrah!'
positive,'okay..i feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps'
positive,'one more day of work before rugby filled weekend. hurry up saturday! #esherrugby #refereeing #excited'
positive,'@madiep519 wow dumby!!! haha jk 😏 sweet #lotto'
positive,'@kyliemessier yeahh you did! it was about time. caught the #twitter bug and now i\'m hooked!'
negative,'i feel do bad.. my boo asia bday event maybe cancelled for this sunday!... i was soooo looking forward to it'
positive,'@hbblanks yes and she could have been on mind my gap. that\'s when i fell in love 😍'
negative,'max might have to get put down tomorrow </3 absolutely heart breaking if i have to see my puppy go. love you maxy x pic.twitter.com/lyhvhl1f'
positive,'when in doubt... #google it!!!'
positive,'lol time for an eu team to take the eu tournament for once'
positive,'#microsoft details search improvements in #windows 8 start screen http://t.co/f6aztiad'
positive,'@apple ios 5 upgrade done ...... much better feature..... few more feature required'
negative,'#nokia workers ask  is chief executive a #microsoft mole? http://t.co/lwjp9giu'
positive,'time to go get my iphone 4s.  looking forward to sticking it to the man by no longer paying for most texts.  thanks @apple.'
positive,'#microsoft presents #omnitouch - http://t.co/ui0ad1fj - very impressive and futuristic technology!'
positive,'tickets selling well for northern lights talk with @kielder_obs on thurs 8 nov  6.30pm central library. to book http://ow.ly/eukgm '
positive,'breezin\' won the best pop instrumental performance at the 19th grammy awards'
