@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'machine gun kelly concert 30th user bout 2 shut bitch'
negative,'user i apps i update original \'folder \' location painful'
positive,'user download io 5 prove popular user URL'
positive,'android 4 0 ice cream sandwich smartphone operate system outdated androidbeam woww google'
positive,'pray mohamed morsi president egypt continue a leader freedom peace url'
negative,'rt user twitter uh show retweets ill facebook'
negative,'google uphill battle facebook sean parker url google'
negative,'user user 1 user delp ham jenelle lie 1st hosp \'s weird keiffer \'s'
positive,'northern light sale tomorrow wexham cup bull sale sale elite female holstein jersey a real treat a sale not trick'
positive,'7 15pm tomorrow night i a date denzel flight i not wait'
negative,'i absolutely not offing clue user mean authorization'
negative,'user problem ipad not open user crash app user fault'
positive,'user 10 rumour \'s true weekend'
negative,'bummer user ipad fantasy football app crash not \'s app user io 5 apps run'
negative,'user user epicfail'
positive,'4 million a weekend 16 s madness not user'
positive,'omg i \'ve a fucking chocolate victoria sponge fridge mama daddy \'s play kabaddi'
positive,'happy 20th president nick j chain'
negative,'microsoft \'s steveballmer attack android phone windows7mobile gay metro url USER'
positive,'love ios5 easter eggs pull middle top bottom pull awesome feature ios5 user'
positive,'你好 learn mandarin upcoming trip hong kong i gotta hand user iphones uber flashcard apps'
negative,'user realise 50 years barbz sit a nursing home want rim video SADSMILEY'
negative,'capello bemoan language barrier russia russia coach fabio capello speak monday frustration la url'
negative,'notice music bittersweet symphony credit mick jagger keith richards find dislike'
negative,'kinda stay home cry day tomorrow'
negative,'i update io 5 lose phone not sign itunes account USER'
positive,'awesome service user store pc chris'
positive,'watch grey liam neeson twitter friend recommend \'s good tuesday night \'s entertainment'
negative,'men tomorrow hard patrol cif turn let hope i'
negative,'not realize voice rigged cassadee pope sing sign band hey monday dia meg dia'
positive,'february 13th day buddy valentine day desperation day'
negative,'fact microsoft a qrcode colour code show format fail opinion URL'
positive,'user user'
positive,'capello time russia win big match russia manager fabio capello thursday intend URL'
negative,'january jones jason wu i adore january \'s red carpet not nude black mesh meh pic twitter mv5nl3h3'
positive,'shout boy user fight tomorrow night las vegas rfa card \'s put work i not luck'
negative,'raider defense come pressure offense run asap'
negative,'dear google samsung learn presentation 101'
negative,'joe pa pet semetary win agdin'
positive,'user attend user champ fri sit sun top 12 roller derby team world play indianapolis 8pm friday'
positive,'nikon contest outlaw film image time update monday URL rule nikon photo contest'
positive,'lucky shop come nyc sale season host lucky magazine grammy winner jennifer hudson start november 1'
positive,'watchin step 3 1st channing tatum main guy'
negative,'apple eclipse microsoft URL'
negative,'proof psni a pack republican lapdog disgraceful harassment user URL'
negative,'world bank cut economic growth forecast east asia pacific region monday a risk slowdow'
negative,'rings define talent nowadays rt user user user guy name 3 rings a final mvp'
negative,'user yeah xmas eve 2011 rabbit girl a rabbit dragon HAPPYSMILEY hubby lao lang liao jia 2014 lol'
negative,'metropcs market 4g rich communication services metropcs not large wireless carrier URL'
positive,'ios5 nice user'
positive,'remember cupid convo year bomb candy bar \'ll love tuesday \'s tr URL'
negative,'nexus 4 nexus 10 feel i expect come tired 10 android tab'
negative,'knicks pacer 2nd association mode upset 1 bull'
negative,'indian air force not israel a time URL'
negative,'semi final tomorrow gay'
negative,'game friday pottstown'
positive,'think thursday affectionate worship lead effective warfare narda goodson 2012 narda \'s nugget'
positive,'glittery nail i polish wonderland collection user url'
negative,'i not handle harry \'s voice kiss i not survive hear song home entirety'
negative,'remove user shit'
positive,'nytimes coach bring ipad url ipad user set red 42 red 42 hut hut user i ipad'
positive,'tomorrow a fun fill day email people i murray spring stressful'
positive,'grey huhuhuhu fuckingawesome btwftr 670 i \'m sleep i tomorrow i \'ve work'
negative,'i chapel hill tomorrow usps not contact damn speech processor i hate usps'
positive,'good luck infinity \'s iain veitch compete taiwan ironman 3 saturday'
negative,'i chill not wait unleash aggression black dahlia murder tomorrow gonnaendalife'
negative,'hold hour phone ringing not pick user stink'
negative,'user user y \'all tryna fuck chapel hill tomorrow night'
positive,'happy valentine \'s day user everyday 14th'
positive,'hai user hear HAPPYSMILEY avril \'s single teaser 1st \'ll oke'
negative,'fact hunter hay carrie underwood gonna saturday i \'m not notokay'
positive,'i arsenal potential win premier league season beat manchester unite tomorrow'
positive,'watch dream high 2 episode 1 i \'ll watch tomorrow episode HAPPYSMILEY'
positive,'user fancy leonard cohen concert n madre november 9 heavenly'
positive,'saturday ot worth porto \'s cheese roll yum'
negative,'not eastSADSMILEY moon jupiter capella light evening sky november 1 tonight earthsky URL'
positive,'congrats user mizzou beat kentucky 2 1 tigers advance face top seed florida semis friday 6 30 pm mizsec'
negative,'user reservation system not work show not product avail iphone 4s i site open 3 browser 9 pm'
negative,'i \'m gonna hit victor cruz class cancel tomorrow'
negative,'microsoft frozen xbox live xbl account online gamers report hack URL'
negative,'gotta user itouch iphone shuffle sound quality awful painfully crap a downgrade user sound quality wise'
positive,'memi agree lead sag a sun sun dec nov 4th i learn'
negative,'user \'s point icloud wireless update ios5 force computer charge ipod touch worstupdateever'
negative,'reader \'tronman\' compare steveballmer albatross microsoft \'s neck agree join discussion URL'
negative,'i a good time sit bedside papers poetry estella'
negative,'not convinced haye chisora fight user park saturday personally i \'d carlton cole emile heskey'
positive,'user december 29th show louisville fan kentucky'
positive,'user jean tomorrow free kiss day HAPPYSMILEY wanna'
positive,'bear announce cut pick chris williams sign cb zack bowman'
positive,'samsung galaxy nexus ice cream sandwich sick android icecreamsandwich google'
negative,'user user id lose interest bioshock infinite delay i i draw a bit URL'
negative,'google \'s list hire a performance coach'
negative,'i feel twitter itstolate'
positive,'microsoft explain improvement windows 8 start screen search url buildingwindows8 user tech microsoft'
negative,'i talk malcolm x day i kick outta school 8th 9th grade radical black panther'
negative,'a 19th not murder somalia tokyo 2020 unveils stadium design rival madrid 2020 olympics URL'
positive,'user team heey HAPPYSMILEY i \'m super pump delena \'s ep 2nite poland i \'m i \'ll 21 jan'
positive,'gonna ride love train tomorrow dig soul train ojays bad ass URL'
positive,'rt user \'re a featured education apps USER website today sweet URL'
negative,'microsoft lync crash issue mac os x 10 7 2 fix URL'
negative,'screen reprisk – microsoft undergo trial allege anti competitive practice USER'
negative,'cba work tomorrow boring blag'
negative,'previously oiler announce gagner sign 48 hr a very connected edmonton source msm clueless'
positive,'i a lot candy leave tomorrow \''
positive,'rt user lavoy nice guy user store replace phone gratis i show hairline crack screen user'
positive,'dad athens tomorrow dad fun i father'
positive,'user nick diaz da smoke weed day drop school 6th grade fuck yeah'
negative,'total chaos user store regent street ethiopian feed station not cool shit'
positive,'fact sophia grace rosie studio tuesday soo happy user accent cuties'
negative,'people caltrain 4th king sfgiants parade pretty waste not drive i guess'
negative,'android ice cream sandwich \'s face unlock fail perform recognition demo\'ed stage HAPPYSMILEY google nexus URL'
positive,'boy ellen november 9th ahh happy \''
negative,'ice cream sandwich google'
positive,'i androidicecreamsandwich delicious piece sandwich real fast google'
negative,'user siri'
negative,'fancy user URL'
positive,'\'s watch rhom \'s HAPPYSMILEY'
negative,'yesterday nhl cancel game november 1st winter classic star game jeopardy'
negative,'trayvon daily tweet s 10 17 10 18 memory trayvon martin kill 236 days rest peace love family'
negative,'beard time 4 years movember pic twitter mzpuanzz'
negative,'acta ax write manager hot seat tuesday URL'
positive,'siri dad mom brother girlfriend user'
positive,'excite boy startalk tomorrow'
negative,'i i home facebook twitter wrong'
positive,'people complain relationship not shut'
negative,'i \'m not gonna bother watch eurosong tonight tuesday'
negative,'user bill murdoch apologize not change view matter'
negative,'user not fix ios5 week i \'m buy a droid emptythreats'
negative,'wow icloud \'s mail 1st io 5 upgrade issue i hope not user steve job'
negative,'terrible play call nd 7 victor cruz a slant te nick sideline'
positive,'user i finally jquery bio collapse yay slide animation'
positive,'user lol \'ll i high expectation warren buffet style'
positive,'user real usher lebron cool i personality good character'
negative,'i a reservation i wait line humpt user user store w 2 URL'
negative,'attn runway class tonight nov 1st cancel inconvenience reschedule URL'
negative,'user user upgrade slow phone \'s stick time uch thankfully not damage suck SADSMILEY'
negative,'project x a monday night fuck'
positive,'ice cream sandwich \'s face unlock works URL icecreamsandwich google galaxynexus'
negative,'grey texting a useless day tomorrow HAPPYSMILEY'
positive,'ticket france belgium netherlands germany denmark norway sweden tmh tour sale tomorrow good luck HAPPYSMILEY user'
negative,'3rd goal 1 river throw a int terrible pass river bad decision cost u game geez time sd 10 3'
negative,'fuck not pay attention tuesday user show original nirvana drummer chad channing user'
positive,'long princeton diggy imagine happy valentine \'s day yn february 14 \'s 9 m url user'
positive,'pakistan clear visa accord india welcome delhi islamabad nov 1 ians a day pakistan \'s cabinet ap URL'
positive,'introduce galaxy nexus simple beautiful smart url android ic google samsung'
positive,'user leggo watch break dawn 17th fair HAPPYSMILEY'
positive,'tomorrow release 20th anniversary kniteforce boxset feature remixes include super sunday 92 store'
positive,'participate microsoft sqlserver certification test tsql type multiple choice cool'
positive,'i bowen cofield 2nd yr hope jenkins good preseason unhatched eggs'
positive,'assassin creed ii assassin creed game i url user'
negative,'police fear ivan leach lee cyrus carry a very sexual assault tayside scotland abscond oct 9'
positive,'trend happy 16th birthday nick j \'ll confusing HAPPYSMILEY'
negative,'rt user lie user battery iphone4s not'
positive,parker
positive,'good morning friend very nice friday love peace art mutual respect HAPPYSMILEY'
positive,'wanna fresh walleye catch em today'
negative,'ima lamb god tomorrow hollyweed punch fuckin face pit'
positive,'higgins great experience young group meet premier league team a real highlight very young squad play sit'
positive,'god gmail app redesign android 4 0 conversation automatically expand google android ic'
positive,'file affirmation leave unpursued rt user user minute a plow time ”'
negative,'user rumor glimmer hope finder fan'
positive,'android beam share contact article file game pretty cool google ic'
negative,'upgrade win 8 pc fail install not happen microsoft'
negative,'y \'all complaing dam time not i 3rd grade parker main baby 3'
negative,'user domain fail open 2 hr late walk ppl store empty i a skin 4 screen represent customer service fail'
positive,'microsoft dishing free gen wp7 handset store URL'
positive,'facebook mess i a add haha twitter reliable'
positive,'user invent a product brother call parent \'s amazing siri ipod4s'
negative,'rt user jorge i \'m day 80 xbox live acct hack worse psn hack i microsof'
positive,'i \'m excited i \'m gonna meet buddy cake boss ruth eckerd hall grammy jan 12 not wait pic twitter mi'
positive,'river gates 3rd time season chief fantasy team'
negative,'monday morning caltrain ride home work short i i minority opinion fb'
negative,'apparently user genius training not extend clocks service \'re hour late appointment not'
positive,'i luck boro football player hope kick butt saturday shaun winitforshaun'
positive,'tonight \'s mind buzzcocks hilarious noel fielding HAPPYSMILEY not wait download tomorrow'
positive,'iphone 4s space URL amazing creative user product inspire people unbelievable'
positive,'birthday cake gonna song lead 4th quarter count'
positive,'\'s user 3rd year anniversary today hurrah'
positive,'i feel slightly connect world put facebook twitter blackberry not help'
positive,'day work rugby fill weekend hurry saturday esherrugby referee excite'
positive,'user wow dumby haha jk ? ? sweet lotto'
positive,'user yeahh time catch twitter bug i \'m hooked'
negative,'i feel bad boo asia bday event cancel sunday i soo'
positive,'user yes mind gap \'s i fell love ? ?'
negative,'max put tomorrow 3 absolutely heart break i puppy love maxy x pic twitter lyhvhl1f'
positive,'doubt google'
positive,'lol time eu team eu tournament'
positive,'microsoft details search improvement windows 8 start screen URL'
positive,'user io 5 upgrade feature feature require'
negative,'nokia worker chief executive a microsoft mole URL'
positive,'time iphone 4s stick man not longer pay text USER'
positive,'microsoft present omnitouch url very impressive futuristic technology'
positive,'ticket sell northern light talk user obs thurs 8 nov 6 30pm central library book url'
positive,'breezin\' win pop instrumental performance 19th grammy award'
negative,'i a feeling cassadee pope house blues today bad not remember sunday atl'
negative,'apps work io user i'
positive,'user boot mate handy today'
positive,'long drive kentucky tomorrow gonna big buck catch cam user play chevy 3'
negative,'de icloud i hate u i hope die worst fucking invention world fuck youu icloud user user'
negative,'user finance a damn phone greedy bastard santa jolly ass gear a 4s white plz'
negative,'suck rt user mike smh lock key damn money room fml'
positive,'i trade president \'s day columbus day day super bowl july 5th'
positive,'jeremy lin pick 4th foul turn piston hot folks'
negative,'user airdrop fail decline request time'
negative,'3rd mariah song night noo bad xfactor'
positive,'top game year 1 mass effect 3 2 dishonor 3 rayman jungle run'
negative,'hour post ios5 iphone 100 73 battery charge USER store folks not solution SADSMILEY'
negative,'kobe 4th eli man beware'
negative,'activist demand release jharkhand tribal leader delhi nov 1 ians condemn arrest woman trib URL'
positive,'impressive service user genius bar metro centre power cable replace free n book screen replacement free d'
negative,'skype ruin friendship aggressive microsoft type sell i i \'ll'
negative,'buffalo bill \' kyle williams miss practice thursday a straight day buffalo bill URL bill nfl'
negative,'h m delivery shit i order pay extra day delivery saturday not'
negative,'user watch cannavaro nd embarrass'
negative,'alright daughter sing avril annoy i force retaliate'
positive,'user queen trend biebsmeetbieberwhirls \'s come city tomorrow i wanna meet'
negative,'rt user dear user \'s beautiful io feature i lk make call text gt'
positive,'tomorrow opportunity love continue USER boy girl club 123 jefferson meet 10am w boot glove'
negative,'valentine day cancelled \'s simple math 14 2 12 0'
negative,'twitter mess followers switch numbers fixit'
negative,'aboud el zomour guy kill sadat attend october 6 celebration cairo stadium shame'
positive,'dear twitter i fuck miss today gt gt internet'
positive,'yep☺ strong man 81 october rt user user wrong dt \'s moral compass 82'
negative,'user not credit user i a credit card tell i redeem cards sound fair'
negative,'user damn i not wanna computer tomorrow SADSMILEY harry feel control outtake video broke'
negative,'i exchange a cord apple store i wait a genius user'
negative,'start doubt google android policy not release android source 2 3 3 curious opensource project'
positive,'user find mac locate wipe steal air smallvictory thievingbastards'
negative,'parker leonard steal okc \'s thunder minutes tipoff thursday night t center oklahoma ci URL'
negative,'olive garden \'s dinner today dinner tomorrow special person think hey terrible \'s microwave'
negative,'mom not taylor swift i guess i \'ll move tomorrow'
positive,'iphone user find near trash device \'s correct place android apple google iphone'
positive,'user siri amazing i \'m love'
positive,'i not wait galaxy nexus icecreamsandwich support google wallet url user'
negative,'user gonna louisville kentucky tomorrow i not show i guess i \'ll sit listen music pretend'
negative,'hmm occur i not receive a residual check a year i i email sag tomorrow'
positive,'good luck brother mother user fight tomorrow ufcengland fuel tv state warkingsbu asu'
positive,'ready party google android icecreamsandwich URL'
positive,'yeah i \'m i google a great job ic'
positive,'user im soo glad not school monday imaa sleep day man not'
negative,'lady gaga fear classmate los angeles nov 1 ians singer lady gaga touch people h URL'
positive,'bestie gotta flight denzel washington friday good user'
negative,'refuse admit \'s 3rd year bring groundhog day'
negative,'apparently user put mb cap sms update 25mb storage tell inbox full 2001'
positive,'noel gallagher tomorrow not wait legend'
negative,'bale doesnt celebrate goal race cuddle dempsey nd illustrate perfectly bullshit spotlight whore'
positive,'google icecream sandwich'
positive,'kpop psy korean win a grammy psy qualify upcoming grammy award gangnam sty URL'
negative,'1st world good n evil real ppl n fake mf \'s i feel jlin not not durable yao ming'
negative,'microsoft put compatibility instantfollowback'
negative,'brits not style debate debate wednesday uk party not work pmq'
negative,'rt user fact microsoft a qrcode colour code show format fail opinion …'
negative,'suck tonight i harry \'s tomorrow SADSMILEY user'
negative,'qb printer not start wr avery start scores 1st poss 27 31 user wichita wild'
positive,'steven a smith big ass hat espn not easy'
positive,'\'ill bring birthday card friday \' kane \'aw \'s thought count i \'d prefer a tv\' twat'
negative,'warn iphone apps spontaneously loose data not app \'s fault URL ios5downgrade user user'
positive,'big game user tomorrow knicks msg personally knicks win game msg crowd sandy disaster'
positive,'google nexus press conference url slick'
negative,'user not guy test upgrade put 15 1 2 hr u guy waste time yesterday'
positive,'lmao i user magical i die haha siri suggest find whore hide a body lolol'
positive,'dc tomorrow stoke friend american georgetown text free fb'
positive,'user change life'
positive,'knicks heat msg tomorrow gonna tough knickstape gonewyork'
positive,'bull season tip wednesday night sacramento king excite not word'
positive,'wow android ic lots uh uh uh uh talk forsure not a microsoft mango launch people public speaking skill'
positive,'“USER check microsoft faculty fellow URL poised change world ” user'
negative,'not surprise wait november 16th find potus ohioprovisionalballot URL'
negative,'amanda think \'s not oscars a valid excuse not wash hair thursday'
negative,'user damn saturday tho nigga trynna shit early'
positive,'shit yeah \'s thursday russell howards good news celebrity juice'
negative,'george zimmerman not win trial plead guilty'
positive,'not social medium twitter twitterless'
negative,'fyi wednesday suck caltrain plan work parade'
negative,'i feel poor planning involve ash wednesday national margarita day collide'
negative,'ryan \'s amsterdam tomorrow SADSMILEY wahh fuck'
negative,'user watch klitschko fight sit user ruin talk ring entrance talk shit'
positive,'mom work mother girl win homecoming queen phs friday company sweetest email'
negative,'not school yolo essay not gonna ready tomorrow'
positive,'excited bump ram raspberry pi a nice surprise a monday HAPPYSMILEY'
negative,'athen \'s review google doc accessibility show a lot work URL a11y ht USER'
positive,'nebraska a nation lead player senior bowl watch list release saturday URL'
positive,'android google ice cream sandwich feature closer roboto type face a pleasure read url dhilipsiva'
positive,'microsoft cloud microsoft offer student free access technology improve employability dubbe url tcn'
negative,'microsoft sb 2011 disable party software update gpo'
positive,'rt user thx user thx user hypo d 76 tri x URL'
positive,'ugly beautiful'
positive,'galaxy nexus app improvement inbuilt panoramic picture nexus samsung google android bit ly nejbye'
negative,'vitali klitschko stop manuel charr fourth retain wbc world heavyweight title saturday night eotpro'
positive,'user simply'
positive,'apple orange twitter engage fb content stalkerismo'
negative,'nigga fight gas station sit night tho'
positive,'i love message email display ice cream sandwich event peanuts pea nut discuss samsung google'
positive,'recap i bad 25 tuesday spike lee documentary michael jackson amazing show 6 days'
positive,'not wait west chester ohio rally mitt tomorrow night great gov romneyryan2012 user user'
positive,'rt user i twitter'
negative,'user user \'s a small bug user fix apple 0 itjustworks'
positive,'god bless user user appletv bad ass system loving princessofchina gb user user HAPPYSMILEY'
negative,'not depress rl folk daily mail report k sellout eng fiji twickers sit week broad vision deep pocket'
positive,'rt user dostupan sdk wow r e s p e c t google icecreamsandwich'
positive,'takbir dr mohamed morsi announce egypt \'s 1st elect president glorious 25th jan revolution congratulations egypt'
positive,'\'re not cancel york city marathon runner disaster relief personnel'
negative,'user not itunes update i wanna update iphone ios5 itunes update fail'
negative,'advice i spin wku loss mtsu beat bowl green microwavers'
negative,'ss good music \'s a very sad mitch lucker die rest peace ripmitchlucker'
positive,'harry style rock lyle scott 10 honest life user scott pic twitter w8j9stx1'
negative,'gov mitch daniel rally republican a rare appearance violate h URL'
positive,'camera app panorama capability google android ic'
negative,'user dear user gotta change lt input type number gt handle blue ”'
positive,'throwback thursday daddy joe pa rip eyes winningest coach college footbal URL'
negative,'strange sunday graham richardson defend gillard state pm not plot rudd i auspol'
positive,'3 big obsession twitter dancemoms desperatehousewives lt 3'
positive,'user september 5th finder reach italian tv worst title translation finally HAPPYSMILEY finder risolutore sky'
negative,'user user fai possibly big bunch idiot'
positive,'user elif usa midwest school happy turkish republic day i not wait nov 8 newglee yes'
negative,'apparently fuzzball crash ios5 congratulations user incompatible upgrade'
positive,'windowsphone wp7 microsoft user url icecreamsandwichfail innovation imitation sad sad'
positive,'love bale scorer 2nd time a week loveit'
positive,'user today chinese july th valentine \'s day i hope find wish happy happy valentine \'s day'
positive,'user cupid not lie not give a wwooww pinaghuhugutan'
positive,'night life joe pa user die hahaha'
negative,'joe s total qbr a metric account a qb 0 3 0 100 scale lowest rating qb 2008'
positive,'user mommy user i \'d totally email company i great service user store'
negative,'user not candy monday i stupidity a sick person meow'
negative,'work negro not face monday night'
negative,'life easy user user fruit'
positive,'anonymous wikileaks \'re interested not govts bring info hide public url'
negative,'not user icloud sync stickies \'ve progress w apple user'
positive,'wow google nexus beautiful totally gonna boost google \'s market share smart phone market'
positive,'icloud set flawless works a champ cloud USER'
positive,'samsung galaxy nexus orbital laser apple iphone 4s wooden stick google'
positive,'good night boy party bus town tomorrow n osu saturday cantwait'
negative,'i wathcing manifestation related republic day i 21st century'
positive,'close eyes sun \'ll alright not hurt morning light i safe sound'
negative,'not wear dublin tomorrow i \'m ready party'
positive,'awesome microsoft holodeck bit ly qpgxle'
negative,'nigga lakers dick gon finish damn seed yo team struggle 8th spot'
negative,'desperation day february 13th day men life'
positive,'hey \'s excite cosplay not night tomorrow \'s center social justice URL'
positive,'twitter app a fresh ass theme fwm'
positive,'user haha \'s calmest gig i \'ve l amazing xx'
negative,'user iphone os duplicating ical event \'s 2 i fix turn icloud'
positive,'pump niner giant game sunday i guess kyle williams URL'
positive,'user user user jonathan ross show tonight terrif sit night user toofunny'
negative,'user user user proper consolidation proper syncing stop lose purchase item checkboxes'
positive,'singapore \'s booth fort canning tomorrow celebrate int \'l day peace kid URL'
positive,'i add profile google webgl globe project add url user'
negative,'wacky wednesday promo a bit ground hog day i wacky wednesday promo a bit URL'
positive,'sun president \'s day today a good day perfect finish cricket season'
positive,'rt user thingsweallove gt gt google'
positive,'boy hot streakin big win tonight \'s er tomorrow keepitrollin'
negative,'90 minutes 100 iphone 4 post ios5 upgrade lose 40 charge USER store folks idea'
positive,'i love google'
negative,'user man sux user io5 upgrade a total fail'
positive,'theo evra saturday wenger happen'
negative,'apple eclipse microsoft URL'
negative,'user radio mt user \'s week waterloo road a boring thursday'
positive,'day305 i \'m thankful great customer service receive today user phone cs phone 365daysofgratefulness'
positive,'rehearse nov 6 user call jim leyland congratulate york giant victorious baseball match sfgchamps p2'
negative,'sit workshop day talk microsoft talk tomorrow wait parts'
negative,'user idk wth sync phone album art order wtf user'
positive,'user ali \'s game'
negative,'i doctor ambien election night i \'d sleep hope i wake footage mitt cry loss'
negative,'i rt \'s tomorrow twitter lil blue ass bird fat ass capacity whale'
positive,'gotta love twitter shit world lightning speed'
positive,'dig ui quick response google android great politely decline call lol'
negative,'ios5 completely fail upgrade phone i \'m stick restore loop USER waste day i undo'
negative,'speak user rep phone hear tv blare bg i not u direct u web'
negative,'robbie keane speak country not good friday rtesoccer'
positive,'i \'m gonna snatch leftover halloween candy cv tomorrow letmeloveyou'
positive,'i love twitter twitterswag'
negative,'user \'s happen release iphone 4s crappy design phone'
negative,'user surprise user throw error alert authorizing \'s not authorize computer button'
negative,'worse saturday morning tv omelette challenge pointless annoying tv james martin bore'
negative,'i lexington shoto \'s'
positive,'watch interest rt user microsoft codename data explorer ctp come url user'
negative,'art user nyc host marathon sunday soo desperately respect'
negative,'bored host super sunday talk rave man utd biasprick'
negative,'iphone run slow io 5 update user user'
negative,'u text o wait u i not cuz user fuck time fuckingpissed'
positive,'user god not brfeathe wdswkiademj i dotn calmdmm 0 \'d'
negative,'heat gunna kill knicks tomorrow'
negative,'rt user sms full message user issue ios5 update restore fail restore'
positive,'um excuse user ad hold a baby lol'
negative,'rt user yellowgate iphone 4s user complain yellow tint screen url user user'
negative,'dear microsoft i hit windows update button manually run update not 4 5 times sysadmin'
positive,'i absolutely love iphone 4s steve USER'
positive,'user i i a juge kiss hug tomorrow night joe \'s HAPPYSMILEY'
positive,'ballmer think a computer scientist android url tech microsoft i agree extent'
negative,'twitter a fad addict i not rly care'
positive,'today i introduce bigdealdawson lgfw o twitter social medium i love teehee xx'
negative,'io 5 delete tiger woods game impossible retrieve user'
negative,'im mad catholic im a baptist church tomorrow convert boilingmad'
negative,'microsoft violate u s antitrust laws leave netscape business novell wounded—it play dumb url'
negative,'microsoft not manage access metro apps older netbooks win resolution'
negative,'i not cellular zulu imbongis rate folks throw profanity'
positive,'dammit listen siri make upgrade play user'
negative,'tonight not not i \'m not olive garden tomorrow user nastyassmeal'
negative,'user tune user tomorrow a special user pushandshove news segment 7am am hours noo'
negative,'twitter dead fuck a sudden'
negative,'i hate twitter'
negative,'ff user follow james martin noel edmonds ball gag'
positive,'google \'s wife search completes sentence'
positive,'tomorrow consist watch ferrell film fave people chinese food sweet'
negative,'valor video shoot tomorrow night hope \'s stupid creative'
negative,'s run a warm user'
positive,'microsoft details search improvement windows 8 start screen URL'
negative,'user alsoo prayer tomorrow'
negative,'glad i pay 69 user care protection plan hold 20 minutes great customer service not'
negative,'watch favourite user scene 4th time jennifer hudson awol \'excuse hell \''
negative,'user user i figure haha not competition ru a great qb teel record'
negative,'rt user make user happy yvette lemon lavender cupcake user URL'
negative,'powerpoint nightmare fix URL powerpoint microsoft presentation'
negative,'count day tomorrow shouldnt winans crazy'
negative,'scariest man alive kendrick perkins close 2nd user ray lewis human not bear indoor voice'
positive,'friend turkey stand strong 89th republic day cumhuriyet bayraminiz kutlu olsun'
positive,'google nexus page live URL nexus google android icecreamsandwich'
positive,'user stick college hoops pander 2nd rate acc team dook \'s opening game corner baybee'
positive,'nexus prime nice google android'
positive,'user i hope love maryland i not wednesday HAPPYSMILEY'
negative,'not learned historic preservation mean economic development topeka'
positive,'game play week interesting super sunday'
positive,'i gotta google \'s pretty catchy advertisement android chrome google android'
negative,'play bear tomorrow ss i throw mouldy donut flat bellamy shitey roulette wheel'
positive,'microsoft store offer free windows phone 7 devices microsoft microsoftstores URL neowin'
negative,'user i \'m wait deliver phone user'
positive,'carrow tonight time bale score 2 3rd not extra time'
positive,'cool \'s a criminal mind season 3 marathon tomorrow \'s a castle season 3 URL'
negative,'user akin murdoch scum rape joke not brah a cont URL'
negative,'mommy i maxwell monday lmfaoo fuck i not'
positive,'user i android phone time i school HAPPYSMILEY'
positive,'user ramos google HAPPYSMILEY'
positive,'user \'re high \'re sit room i \'ll give a 99 a 32 i \'m high crack hahahaha'
positive,'url forget phone nice ui liking scroll feature android google nexus'
negative,'user software update iphone waay long annoy'
negative,'happy valentine day i think stupid valentine 14th feb'
negative,'afc fan saturday stuff \'she not \' chant \'s bollock ball turn'
negative,'user team user user sync system focus car sweet sync epicfail'
negative,'i wait sunday carmelo anthony knicks debut'
positive,'iphone user i samsung nexus galaxy great ice cream sandwich fantastic url google'
positive,'i office 2010 i fall love honest genius microsoft'
negative,'i a 30 mile bike ride giant wed caltrain suck cardinal'
negative,'nofucksgivinfebruary not give a shit pose a problem valentine'
negative,'kinda suck miss class graduation not'
positive,'bless heart bend break lucas scott good pre bedtime oth a busy day not wait tomorrow zz'
positive,'good support fm kevin user bellevue store 4 biz customer ty'
negative,'continent challenge film 21 fail 2nd grade'
negative,'url microsoft i hate microsoft'
negative,'ian game \'s a waste money rosedale demolish 1st quater fact'
positive,'wow rt \'s 4 years verm \'s arrival \'s captain 100th start afc sit time flies'
positive,'halloweenfacts halloween recognize 3rd big party day year \'s super bowl sunday'
positive,'user user jennifer hudson 26th street great super skinny'
positive,'i muslim christmas a hoot'
negative,'harden ready play wanna give metta world peace death penalty high horse'
positive,'tomorrow easy day show bib cards eng 25 min i \'m test math'
negative,'dear spur coc not champion league not top 4 exist'
positive,'a good day HAPPYSMILEY not wait tomorrow kid dress zachary'
negative,'time i trick treat nigga tell i big'
positive,'galaxy nexus os improvement build ice cream sandwich version android nexus samsung google android bit ly nejbye'
negative,'i \'m listen a capella 2nd law appreciate bad ass bellamy not i not album'
negative,'user not a game sunday houston san fran come gotta focus beat tennessee jayisourqb'
negative,'people noel fielding tomorrow i extremely jealous'
positive,'sing everytime i leave pull tell i twitter lol HAPPYSMILEY'
positive,'celebrate chinese year shanghai february a dragon dance spring festival amazing experience'
negative,'bitch user put frog lmfao throw thursday'
positive,'user lr lol i saturday yeah 3'
negative,'andy carroll header technique c \'mon \'s not technique technique pass ball 5 yard 50 times'
positive,'andy android a fun yesterday URL'
positive,'i flight tomorrow denzel washington'
negative,'yellowgate iphone 4s user complain yellow tint screen url user user'
positive,'ready birthday HAPPYSMILEY big sixteen sweetsixteen november 22'
negative,'i i gary neville a'
positive,'camera app delay camera galaxy nexus very nice google android ic'
negative,'2 girl front sit play temple run time confuse'
negative,'jan 2010 darryl issa call investigate wikileaks a priority today dump raw intelligence data internet irony'
positive,'kudos gang user papers nyc today \'s not power internet access pic twitter wb9bb1l3'
positive,'user bruce willis bill murray ed norton film i faint'
negative,'jenelle game tomorrow i \'ll die missherlots itsbeentolong mybaby'
negative,'i not act tomorrow SADSMILEY'
